"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.739597500E1,-4.558879733E-1,8.979018033E-2,-1.273213029E-1
5.740598900E1,-3.887569010E-1,1.469935924E-1,-1.053048074E-1
5.741600300E1,-2.932503521E-1,1.785882711E-1,-7.113271952E-2
5.742601700E1,-1.943342388E-1,1.742042452E-1,-3.071112186E-2
5.743603100E1,-1.127118021E-1,1.507836133E-1,1.858478785E-2
5.744604600E1,-4.725941271E-2,1.152198687E-1,7.273194194E-2
5.745606000E1,3.395508975E-3,8.056149632E-2,1.236398667E-1
5.746607400E1,4.451810569E-2,4.337655008E-2,1.638040841E-1
5.747608800E1,9.262038767E-2,5.375103094E-3,1.875842512E-1
5.748610250E1,1.382981837E-1,-3.747406602E-2,1.997276992E-1
5.749611650E1,1.755390465E-1,-7.758260518E-2,2.073557973E-1
5.750613050E1,2.020374537E-1,-1.326212883E-1,1.996985227E-1
5.751614450E1,2.323745787E-1,-2.027031779E-1,1.809956729E-1
5.752615850E1,2.786361277E-1,-2.370819449E-1,1.652535200E-1
5.753617250E1,3.402400911E-1,-2.261853516E-1,1.632750630E-1
5.754618650E1,3.936966956E-1,-2.006464750E-1,1.603273004E-1
5.755620050E1,4.285736978E-1,-1.848925352E-1,1.485904753E-1
5.756621450E1,4.292309284E-1,-1.907677054E-1,1.256254613E-1
5.757622850E1,4.120098352E-1,-2.157273889E-1,8.964055777E-2
5.758624250E1,3.764505684E-1,-2.414127886E-1,4.215955362E-2
5.759625650E1,3.367995620E-1,-2.462496161E-1,-1.118036732E-2
5.760627050E1,2.805099785E-1,-2.091852725E-1,-5.811658129E-2
5.761628450E1,2.165488452E-1,-1.189118251E-1,-9.475076199E-2
5.762629850E1,1.325104237E-1,-8.187350817E-3,-1.216283515E-1
5.763631250E1,5.908600986E-2,8.352792263E-2,-1.320567727E-1
5.764632750E1,4.118606821E-2,1.760102212E-1,-1.292687654E-1
5.765634150E1,1.060489565E-1,2.513957918E-1,-1.097906679E-1
5.766635550E1,1.928116679E-1,2.486761957E-1,-9.172149003E-2
5.767636950E1,2.421603054E-1,2.107519954E-1,-6.756235659E-2
5.768638350E1,2.326437384E-1,9.208689630E-2,-5.038876086E-2
5.769639750E1,1.133721918E-1,-1.016295776E-1,-1.144907847E-1
5.770641150E1,-1.237401441E-1,-3.721722960E-1,-2.256486267E-1
5.771642550E1,-4.113900363E-1,-6.216716170E-1,-3.654195666E-1
5.772643950E1,-6.975611448E-1,-7.614070177E-1,-5.078970194E-1
5.773645350E1,-9.604306221E-1,-8.154146075E-1,-6.473787427E-1
5.774646750E1,-1.122388124E0,-8.248753548E-1,-7.543209195E-1
5.775648150E1,-1.101929545E0,-7.155302167E-1,-7.980481386E-1
5.776649550E1,-8.820741177E-1,-4.318949878E-1,-7.507938743E-1
5.777650950E1,-5.535724163E-1,-6.757456809E-2,-5.967337489E-1
5.778652350E1,-1.972832233E-1,2.311310172E-1,-4.015645087E-1
5.779653750E1,7.086700201E-2,3.201466203E-1,-2.418859005E-1
5.780655150E1,2.252943069E-1,2.498342097E-1,-1.221362352E-1
5.781656550E1,2.982457578E-1,1.409007907E-1,-4.724735394E-2
5.782657950E1,3.335754871E-1,-3.429854754E-3,-3.278775513E-2
5.783659450E1,3.394488096E-1,-1.035423353E-1,-6.074961647E-2
5.784660850E1,3.106855154E-1,-1.532630920E-1,-1.057223007E-1
5.785662250E1,2.389657944E-1,-1.394860297E-1,-1.757940650E-1
5.786663650E1,9.346689284E-2,-8.837218583E-2,-2.732413709E-1
5.787665050E1,-1.074664816E-1,-5.232025869E-3,-3.775153160E-1
5.788666450E1,-3.196781278E-1,8.668624610E-2,-4.711577594E-1
5.789667850E1,-4.931777418E-1,1.541830003E-1,-5.505895019E-1
5.790669250E1,-5.812035799E-1,1.884566844E-1,-6.016933918E-1
5.791670650E1,-5.812531114E-1,2.041387111E-1,-6.115795970E-1
5.792672050E1,-4.981309772E-1,1.899340749E-1,-5.789457560E-1
5.793673450E1,-3.771025538E-1,1.419734657E-1,-5.275829434E-1
5.794674850E1,-2.312340736E-1,5.305790156E-2,-4.670531750E-1
5.795676250E1,-9.048947692E-2,-3.550897911E-2,-4.039165378E-1
5.796677650E1,2.089495398E-2,-1.230095252E-1,-3.530802727E-1
5.797679050E1,9.805604815E-2,-1.801593751E-1,-3.242968321E-1
5.798680450E1,1.424800158E-1,-1.869340837E-1,-3.063094914E-1
5.799681850E1,1.525936425E-1,-1.513673067E-1,-2.901645899E-1
5.800683250E1,1.491843313E-1,-7.949864864E-2,-2.819312811E-1
5.801684650E1,1.444604099E-1,-7.226690650E-5,-2.690493166E-1
5.802686050E1,1.414747089E-1,8.256500214E-2,-2.460623384E-1
5.803687450E1,1.381556094E-1,1.283700317E-1,-2.281869203E-1
5.804688850E1,1.308359951E-1,1.258604527E-1,-2.177064121E-1
5.805690350E1,1.297219992E-1,9.322288632E-2,-2.045128495E-1
5.806691750E1,1.306747794E-1,5.271175876E-2,-1.856274754E-1
5.807693150E1,1.555468440E-1,2.015301771E-2,-1.653800011E-1
5.808694550E1,1.833114475E-1,6.494129077E-3,-1.380577087E-1
5.809695950E1,2.165298462E-1,6.048582494E-3,-1.012773290E-1
5.810697350E1,2.581904531E-1,1.913018897E-2,-5.613225326E-2
5.811698750E1,2.827999294E-1,1.346937381E-2,-1.924214512E-2
5.812700150E1,2.775883079E-1,-2.501681075E-2,2.537786728E-3
5.813701550E1,2.725639641E-1,-7.404001057E-2,8.798612282E-3
5.814702950E1,2.590675354E-1,-1.194717437E-1,7.564404514E-3
5.815704350E1,2.392834425E-1,-1.508549601E-1,1.905914024E-2
5.816705750E1,2.182704210E-1,-1.435074061E-1,4.929073155E-2
5.817707150E1,1.996021867E-1,-9.134354442E-2,1.007083803E-1
5.818708550E1,2.037689388E-1,2.275058813E-2,1.562189311E-1
5.819709950E1,2.368464470E-1,1.888761818E-1,2.050181627E-1
5.820711350E1,2.725425363E-1,3.785101175E-1,2.420849204E-1
5.821712750E1,2.683922648E-1,4.714578986E-1,2.533205152E-1
5.822714150E1,2.027053535E-1,4.320995212E-1,2.206460685E-1
5.823715550E1,9.319163114E-2,2.897269428E-1,1.514491439E-1
5.824716950E1,-7.721738517E-2,1.106618494E-1,8.960948139E-2
5.825718350E1,-2.925533950E-1,-1.971612275E-1,-5.465131253E-4
5.826719750E1,-4.887035489E-1,-4.412872791E-1,-8.474215865E-2
5.827721150E1,-5.987805128E-1,-5.399230719E-1,-1.241926327E-1
5.828722650E1,-5.798261762E-1,-5.506113768E-1,-1.427967250E-1
5.829724050E1,-4.249876440E-1,-4.256132841E-1,-1.298417747E-1
5.830725450E1,-1.709293127E-1,-1.357585043E-1,-5.865500122E-2
5.831726850E1,7.942408323E-2,1.842599809E-1,9.272786230E-2
5.832728250E1,2.347366512E-1,3.404995501E-1,2.340287715E-1
5.833729650E1,2.998232543E-1,3.286316991E-1,3.052124083E-1
5.834731050E1,3.004398942E-1,2.711455226E-1,3.540005982E-1
5.835732450E1,2.804435492E-1,1.966044605E-1,3.887535334E-1
5.836733850E1,2.349708527E-1,8.934622258E-2,4.003517926E-1
5.837735250E1,1.960215718E-1,-2.619449235E-2,3.883457482E-1
5.838736650E1,1.716883034E-1,-1.058210433E-1,3.659456670E-1
5.839738050E1,1.528491080E-1,-1.597282141E-1,3.205038905E-1
5.840739450E1,1.142378002E-1,-1.790671647E-1,2.683376372E-1
5.841740850E1,4.486244917E-2,-1.670709550E-1,2.251209170E-1
5.842742250E1,-7.133343816E-2,-1.486893892E-1,1.908824891E-1
5.843743650E1,-2.044443488E-1,-1.099047139E-1,1.560536623E-1
5.844745050E1,-3.091526031E-1,-4.411787912E-2,1.380089670E-1
5.845746450E1,-3.644573987E-1,2.698505670E-2,1.384369433E-1
5.846747850E1,-3.651722670E-1,8.458727598E-2,1.580148190E-1
5.847749250E1,-3.144470453E-1,1.122628450E-1,1.894710064E-1
5.848750629E1,-2.314884812E-1,1.184332669E-1,2.309760749E-1
5.849752029E1,-1.394126117E-1,8.146645874E-2,2.696499825E-1
5.850753429E1,-5.652842671E-2,3.378406540E-2,2.988367975E-1
5.851754829E1,-3.054281697E-3,-1.476455014E-3,3.290181458E-1
5.852756329E1,1.162825525E-2,-5.470572785E-2,3.502837718E-1
5.853757729E1,1.349752769E-2,-9.320278466E-2,3.594040275E-1
5.854759129E1,1.438592188E-2,-8.865100145E-2,3.663867712E-1
5.855760529E1,2.418502234E-2,-7.662469894E-2,3.663510680E-1
5.856761929E1,3.745859861E-2,-7.885082811E-2,3.494945765E-1
5.857763329E1,6.957498938E-2,-9.973906726E-2,3.233514130E-1
5.858764729E1,1.471726298E-1,-1.194797903E-1,2.879730165E-1
5.859766129E1,2.723031044E-1,-1.501687318E-1,2.592710555E-1
5.860767529E1,4.173958898E-1,-1.732209325E-1,2.461107671E-1
5.861768929E1,5.431109071E-1,-1.860640347E-1,2.474593967E-1
5.862770329E1,6.255645156E-1,-1.888448596E-1,2.519387603E-1
5.863771729E1,6.560978889E-1,-1.813456714E-1,2.398165911E-1
5.864773129E1,6.337549686E-1,-1.761485338E-1,2.121306956E-1
5.865774529E1,5.741409063E-1,-1.434105635E-1,1.755167544E-1
5.866775929E1,4.905068278E-1,-1.143015176E-1,1.216246784E-1
5.867777329E1,3.974764645E-1,-7.981704175E-2,5.120217800E-2
5.868778729E1,2.998492420E-1,-6.033883616E-2,-3.210120369E-3
5.869780129E1,2.402013540E-1,3.487279639E-3,-5.502724648E-2
5.870781529E1,1.953369081E-1,9.686865658E-2,-8.249754459E-2
5.871782929E1,1.497180313E-1,1.770367324E-1,-9.321597219E-2
5.872784329E1,1.360680759E-1,2.486830205E-1,-9.041902423E-2
5.873785729E1,1.280761957E-1,2.883169949E-1,-8.102818578E-2
5.874787129E1,8.332451433E-2,2.778711915E-1,-8.668967336E-2
5.875788529E1,-1.389871351E-2,2.542622983E-1,-9.637079388E-2
5.876790029E1,-2.058334500E-1,2.348783910E-1,-1.267098784E-1
5.877791429E1,-4.919855893E-1,2.161936834E-2,-2.562393844E-1
5.878792829E1,-8.069257140E-1,-2.431218475E-1,-4.293754995E-1
5.879794229E1,-1.093998432E0,-4.284954369E-1,-5.638734102E-1
5.880795629E1,-1.308323979E0,-5.373903513E-1,-6.452026367E-1
5.881797029E1,-1.379932642E0,-5.834963322E-1,-6.812943220E-1
5.882798429E1,-1.277319312E0,-5.655043721E-1,-6.385640502E-1
5.883799829E1,-9.702663422E-1,-3.837982118E-1,-5.184328556E-1
5.884801229E1,-5.390856266E-1,-1.586244255E-1,-3.192737997E-1
5.885802629E1,-8.372581005E-2,5.278103799E-2,-1.133057177E-1
5.886804029E1,2.529091835E-1,9.648829699E-2,8.362175897E-3
5.887805429E1,4.108884335E-1,1.587414183E-2,5.813905224E-2
5.888806829E1,4.694179595E-1,-3.447092324E-2,9.443659335E-2
5.889808229E1,4.888379872E-1,-4.874493182E-2,1.069108397E-1
5.890809629E1,4.796603024E-1,-4.620547593E-2,8.656324446E-2
5.891811029E1,4.525189698E-1,-1.242061518E-2,2.519148961E-2
5.892812429E1,3.827165365E-1,3.141161427E-2,-7.079428434E-2
5.893813829E1,2.651403844E-1,1.022192016E-1,-1.805322170E-1
5.894815229E1,1.035123691E-1,1.697395146E-1,-2.959642410E-1
5.895816629E1,-8.455393463E-2,2.336212844E-1,-4.062638581E-1
5.896818029E1,-2.494058609E-1,2.557189763E-1,-5.024263263E-1
5.897819429E1,-3.477990031E-1,2.726697326E-1,-5.699491501E-1
5.898820829E1,-3.669189811E-1,2.681651711E-1,-5.971413851E-1
5.899822229E1,-3.144935966E-1,2.663787305E-1,-5.922409296E-1
5.900823629E1,-2.073600888E-1,2.140734792E-1,-5.659295321E-1
5.901825129E1,-6.586927176E-2,1.674138308E-1,-5.270886421E-1
5.902826529E1,6.886814535E-2,9.918352962E-2,-4.765618742E-1
5.903827929E1,1.562155634E-1,-8.274755441E-3,-4.367872775E-1
5.904829329E1,2.048903257E-1,-1.036834344E-1,-4.064829350E-1
5.905830729E1,2.219436020E-1,-1.587416232E-1,-3.748405874E-1
5.906832129E1,2.220902294E-1,-1.605843008E-1,-3.539624214E-1
5.907833529E1,2.070159316E-1,-1.292767078E-1,-3.303364515E-1
5.908834929E1,1.932453811E-1,-6.090191379E-2,-3.012211323E-1
5.909836329E1,1.656773984E-1,8.664382622E-3,-2.653430402E-1
5.910837729E1,1.345807612E-1,6.394809484E-2,-2.247808427E-1
5.911839129E1,1.123846546E-1,1.036955118E-1,-1.843577921E-1
5.912840529E1,9.101449698E-2,1.103760898E-1,-1.452427059E-1
5.913841929E1,8.093416691E-2,9.004391730E-2,-1.088870987E-1
5.914843329E1,8.787836134E-2,6.579558551E-2,-6.988435984E-2
5.915844729E1,1.087679267E-1,5.540073290E-2,-2.545883693E-2
5.916846129E1,1.623398513E-1,6.383266300E-2,2.758795395E-2
5.917847529E1,2.175975144E-1,6.285581738E-2,6.988640875E-2
5.918848929E1,2.673174739E-1,2.602408826E-2,1.004143730E-1
5.919850329E1,3.180573285E-1,-2.664072067E-2,1.295317709E-1
5.920851729E1,3.628455698E-1,-5.749290809E-2,1.689207256E-1
5.921853129E1,3.868957162E-1,-6.918770075E-2,2.191603035E-1
5.922854529E1,3.989094794E-1,-2.031229064E-2,2.643158138E-1
5.923855929E1,4.001204073E-1,7.817859203E-2,3.040536344E-1
5.924857329E1,3.905138671E-1,2.148521692E-1,3.371028602E-1
5.925858729E1,3.833909929E-1,4.165916741E-1,3.794665635E-1
5.926860129E1,3.715598583E-1,6.320341229E-1,4.182631671E-1
5.927861629E1,3.321386576E-1,7.654411793E-1,4.380224943E-1
5.928863029E1,2.599899769E-1,8.007375598E-1,4.298195541E-1
5.929864429E1,2.021069676E-1,8.218660355E-1,4.155056179E-1
5.930865829E1,1.127609238E-1,6.719165444E-1,3.420077562E-1
5.931867229E1,-1.564951427E-2,4.203943312E-1,2.150634080E-1
5.932868629E1,-1.819398403E-1,7.501681894E-2,7.901611179E-2
5.933870029E1,-3.570056856E-1,-2.191306502E-1,-3.694857284E-2
5.934871429E1,-4.566976726E-1,-3.109300435E-1,-9.330511838E-2
5.935872829E1,-4.473979175E-1,-2.334035784E-1,-8.384237438E-2
5.936874229E1,-3.461795747E-1,-9.129302949E-2,-6.135438755E-2
5.937875629E1,-1.709033698E-1,1.372631788E-1,8.871575817E-3
5.938877029E1,-1.275952440E-2,3.362928331E-1,1.335327327E-1
5.939878429E1,6.465563178E-2,3.710087240E-1,2.251595855E-1
5.940879829E1,4.686579481E-2,3.068239093E-1,2.841105163E-1
5.941881229E1,8.985526860E-3,1.845041215E-1,3.370416462E-1
5.942882629E1,-1.054057851E-3,5.150986835E-2,3.577985466E-1
5.943884029E1,-1.554200426E-3,-7.346589118E-2,3.523305357E-1
5.944885429E1,-1.683097333E-3,-1.696632653E-1,3.309661150E-1
5.945886829E1,-3.056214936E-2,-2.290506959E-1,3.015483022E-1
5.946888229E1,-1.046424657E-1,-2.566518486E-1,2.647866011E-1
5.947889629E1,-2.073227763E-1,-2.468934953E-1,2.287606895E-1
5.948891388E1,-3.221015632E-1,-1.988957226E-1,1.986046284E-1
5.949892787E1,-4.233339131E-1,-1.366334110E-1,1.721900553E-1
5.950894187E1,-4.890702665E-1,-8.092734963E-2,1.604659259E-1
5.951895587E1,-5.148922801E-1,-2.773683518E-2,1.620683521E-1
5.952896987E1,-5.071339011E-1,1.205658540E-3,1.692989916E-1
5.953898487E1,-4.687614441E-1,4.620363470E-3,1.939547956E-1
5.954899887E1,-3.848316967E-1,-2.910399623E-2,2.253906429E-1
5.955901287E1,-2.757848501E-1,-4.690109938E-2,2.620061636E-1
5.956902688E1,-1.788902432E-1,-8.753640950E-2,2.982187867E-1
5.957904088E1,-1.040982977E-1,-1.182431877E-1,3.294248879E-1
5.958905488E1,-6.424227357E-2,-1.114327982E-1,3.525389731E-1
5.959906888E1,-4.700949043E-2,-9.246842563E-2,3.775321841E-1
5.960908288E1,-3.701411188E-2,-5.640283227E-2,3.855946660E-1
5.961909688E1,-3.298954293E-2,-4.887381196E-2,3.645383716E-1
5.962911088E1,-2.922642231E-2,-8.464360982E-2,3.373383582E-1
5.963912488E1,-1.090307441E-2,-1.380029619E-1,3.002748787E-1
5.964913888E1,3.256740421E-2,-1.951995045E-1,2.626299262E-1
5.965915287E1,1.065825000E-1,-2.524998188E-1,2.330637872E-1
5.966916687E1,1.972900033E-1,-3.062429130E-1,2.090523988E-1
5.967918087E1,2.854315639E-1,-3.683867157E-1,1.892059892E-1
5.968919487E1,3.553934991E-1,-3.924315870E-1,1.626308411E-1
5.969920887E1,3.861702979E-1,-3.775692880E-1,1.372658312E-1
5.970922287E1,3.539626300E-1,-3.180250227E-1,1.114867553E-1
5.971923688E1,2.788106203E-1,-2.580035031E-1,7.811175287E-2
5.972925088E1,1.656122655E-1,-2.354294956E-1,2.497636154E-2
5.973926488E1,6.228108704E-2,-2.210598737E-1,-3.378628939E-2
5.974927888E1,7.510593161E-3,-1.585233361E-1,-7.886171341E-2
5.975929288E1,6.426420063E-3,-4.353895783E-2,-8.438324183E-2
5.976930688E1,2.356165461E-2,6.162882224E-2,-7.562693954E-2
5.977932188E1,5.702720582E-2,1.500425637E-1,-4.509566724E-2
5.978933588E1,1.048469543E-1,2.004045248E-1,-1.739925239E-3
5.979934988E1,1.614348739E-1,1.966920793E-1,2.365597896E-2
5.980936387E1,1.902779341E-1,1.061933786E-1,2.518483810E-2
5.981937787E1,1.470705420E-1,-1.115429029E-2,8.280156180E-3
5.982939187E1,1.349741407E-2,-1.561642140E-1,-2.360183187E-2
5.983940587E1,-2.294137776E-1,-3.653307259E-1,-1.204026788E-1
5.984941987E1,-5.242620111E-1,-5.386140347E-1,-2.496210635E-1
5.985943387E1,-7.807374597E-1,-5.979079604E-1,-3.667271733E-1
5.986944788E1,-9.330270290E-1,-5.752422810E-1,-4.620338380E-1
5.987946188E1,-9.147068858E-1,-4.892394841E-1,-5.075784326E-1
5.988947588E1,-7.018830180E-1,-2.991003394E-1,-4.805829525E-1
5.989948988E1,-3.307816088E-1,-9.174786508E-3,-3.820388019E-1
5.990950388E1,9.014379978E-2,2.711901367E-1,-2.213622183E-1
5.991951788E1,4.140313268E-1,3.531305194E-1,-9.361784160E-2
5.992953188E1,5.926614404E-1,2.857106924E-1,-2.194006927E-2
5.993954588E1,6.426721215E-1,1.647637635E-1,3.844389226E-3
5.994955987E1,6.006503701E-1,2.412424050E-2,-1.110849809E-2
5.995957387E1,5.003336072E-1,-1.014733613E-1,-5.666986108E-2
5.996958787E1,4.023229778E-1,-1.549763530E-1,-1.201008558E-1
5.997960187E1,3.063746095E-1,-1.354649812E-1,-1.949234307E-1
5.998961587E1,1.910593063E-1,-7.244562358E-2,-2.730042040E-1
5.999962987E1,3.979495168E-2,-1.105976291E-2,-3.598887622E-1
6.000964387E1,-1.343985349E-1,2.870548330E-2,-4.451575875E-1
6.001965788E1,-2.988785505E-1,4.868132249E-2,-5.302661061E-1
6.002967188E1,-4.200733006E-1,6.092068553E-2,-5.847839713E-1
6.003968688E1,-4.926481545E-1,7.313394547E-2,-6.009919643E-1
6.004970088E1,-5.039717555E-1,8.335782588E-2,-5.802909136E-1
6.005971488E1,-4.471974671E-1,8.290854841E-2,-5.204433203E-1
6.006972888E1,-3.437666595E-1,8.339589834E-2,-4.369571805E-1
6.007974288E1,-2.233076394E-1,4.699980468E-2,-3.512198925E-1
6.008975688E1,-1.040749848E-1,-3.082497045E-2,-2.885104120E-1
6.009977088E1,1.203164831E-2,-1.153049618E-1,-2.485206425E-1
6.010978487E1,1.251490414E-1,-1.734783947E-1,-2.239678651E-1
6.011979887E1,2.008485943E-1,-1.758739203E-1,-2.031664401E-1
6.012981287E1,2.340085506E-1,-1.261994392E-1,-1.764341742E-1
6.013982687E1,2.347657084E-1,-4.138868302E-2,-1.461439133E-1
6.014984087E1,2.147473693E-1,6.498969346E-2,-1.159599200E-1
6.015985487E1,1.900848895E-1,1.511232555E-1,-8.567578346E-2
6.016986888E1,1.656138748E-1,2.050933242E-1,-6.165684760E-2
6.017988288E1,1.414118558E-1,2.155829817E-1,-4.354016483E-2
6.018989688E1,1.369646043E-1,1.984258592E-1,-1.996379346E-2
6.019991088E1,1.541683525E-1,1.976663321E-1,1.176324300E-2
6.020992488E1,1.925250739E-1,1.719143540E-1,5.812706426E-2
6.021993888E1,2.440308779E-1,1.304302961E-1,9.337905794E-2
6.022995288E1,2.955734730E-1,7.815627009E-2,1.144321784E-1
6.023996688E1,3.286733627E-1,3.441598266E-2,1.238504499E-1
6.024998087E1,3.530652821E-1,-1.049041376E-2,1.309952736E-1
6.025999487E1,3.482167423E-1,-5.172892660E-2,1.228425354E-1
6.027000887E1,3.364853561E-1,-5.772263184E-2,1.168490797E-1
6.028002287E1,3.142056167E-1,-1.499727182E-2,1.182405874E-1
6.029003687E1,2.973719537E-1,6.105162948E-2,1.289130598E-1
6.030005187E1,2.755545378E-1,1.359852701E-1,1.464640796E-1
6.031006587E1,2.869731784E-1,2.286106199E-1,1.793286055E-1
6.032007988E1,3.271653652E-1,3.743723631E-1,2.190176845E-1
6.033009388E1,3.521529138E-1,4.951775372E-1,2.627416551E-1
6.034010788E1,3.408576548E-1,5.199347734E-1,2.752390504E-1
6.035012188E1,2.918877900E-1,3.994923234E-1,2.463306487E-1
6.036013588E1,2.355286479E-1,2.166609913E-1,1.883051544E-1
6.037014988E1,1.682209522E-1,1.620876044E-2,1.200495809E-1
6.038016388E1,8.252042532E-2,-1.920666844E-1,4.849310964E-2
6.039017788E1,-2.190299705E-2,-3.245053291E-1,-9.925900027E-3
6.040019188E1,-1.233191043E-1,-2.954723537E-1,-2.653603628E-2
6.041020587E1,-2.000495195E-1,-1.255384833E-1,-8.544723503E-3
6.042021987E1,-2.098880410E-1,1.767838299E-1,2.483640239E-2
6.043023387E1,-1.618781984E-1,4.707192481E-1,6.132987887E-2
6.044024787E1,-9.128020704E-2,6.143254042E-1,8.989174664E-2
6.045026187E1,-1.916134730E-2,5.693042278E-1,1.101854444E-1
6.046027587E1,5.509717017E-2,4.220423102E-1,1.279995888E-1
6.047028988E1,1.205895543E-1,2.314133197E-1,1.662251055E-1
6.048030388E1,1.610698700E-1,2.805647068E-2,2.125270963E-1
6.049031392E1,1.780258417E-1,-1.286173165E-1,2.667602897E-1
6.050032792E1,1.693628430E-1,-2.192582637E-1,2.990372777E-1
6.051034192E1,1.384099424E-1,-2.486150414E-1,2.958123386E-1
6.052035592E1,7.903982699E-2,-2.427928448E-1,2.616311908E-1
6.053036992E1,-7.700395770E-3,-2.136273980E-1,1.997860074E-1
6.054038492E1,-1.128039137E-1,-1.575947553E-1,1.377572566E-1
6.055039892E1,-2.015107274E-1,-7.291622460E-2,9.731160104E-2
6.056041292E1,-2.556229532E-1,3.313377500E-2,8.502563834E-2
6.057042692E1,-2.734887600E-1,1.185410991E-1,9.698850662E-2
6.058044092E1,-2.531147897E-1,1.733353585E-1,1.189140454E-1
6.059045492E1,-2.007890046E-1,1.954364032E-1,1.464074701E-1
6.060046892E1,-1.433009505E-1,1.841864139E-1,1.897368282E-1
6.061048292E1,-8.625086397E-2,1.411907524E-1,2.333596647E-1
6.062049692E1,-2.882858180E-2,7.323434949E-2,2.677546442E-1
6.063051092E1,1.293031685E-2,1.099362224E-2,2.910101414E-1
6.064052492E1,4.754928499E-2,-2.145752870E-2,3.007679582E-1
6.065053892E1,6.490251422E-2,-3.658558801E-2,2.982515097E-1
6.066055292E1,6.818193197E-2,-4.219047725E-2,2.808839679E-1
6.067056692E1,6.365695596E-2,-5.479654670E-2,2.530456781E-1
6.068058092E1,5.436092243E-2,-8.904799819E-2,2.146136016E-1
6.069059492E1,5.750618875E-2,-1.633128077E-1,1.587895304E-1
6.070060892E1,7.481727004E-2,-2.547021210E-1,1.110353246E-1
6.071062292E1,1.085876375E-1,-3.220489919E-1,8.008471131E-2
6.072063692E1,1.459445953E-1,-3.675144613E-1,6.563785672E-2
6.073065092E1,1.867635101E-1,-3.799787164E-1,5.527440086E-2
6.074066492E1,2.281415761E-1,-3.553971946E-1,4.909666628E-2
6.075067892E1,2.601922750E-1,-3.286978900E-1,3.102119267E-2
6.076069292E1,2.796913981E-1,-3.060820699E-1,1.029540785E-2
6.077070692E1,2.960142791E-1,-2.683693767E-1,-1.355998777E-2
6.078072192E1,2.896075249E-1,-2.468334883E-1,-3.007132001E-2
6.079073592E1,2.639321089E-1,-2.400958091E-1,-3.845466673E-2
6.080074992E1,2.401775122E-1,-2.148333341E-1,-4.799650609E-2
6.081076392E1,2.130797654E-1,-1.685642898E-1,-6.103098392E-2
6.082077792E1,1.896029413E-1,-1.238074675E-1,-7.368552685E-2
6.083079192E1,1.980382055E-1,-5.631999671E-2,-7.445098460E-2
6.084080592E1,2.420828789E-1,4.286357015E-2,-5.980253220E-2
6.085081992E1,2.993104160E-1,1.200503036E-1,-4.839473963E-2
6.086083392E1,3.232647479E-1,1.070780456E-1,-6.985795498E-2
6.087084792E1,2.406086624E-1,-2.371116728E-2,-1.228164434E-1
6.088086192E1,6.672928482E-2,-1.906466335E-1,-2.091199011E-1
6.089087592E1,-1.567215770E-1,-3.601194918E-1,-2.987207472E-1
6.090088992E1,-3.932139874E-1,-5.807586312E-1,-4.147674441E-1
6.091090392E1,-6.156285405E-1,-7.057934999E-1,-5.354576111E-1
6.092091792E1,-7.763479352E-1,-6.665837765E-1,-6.159135699E-1
6.093093192E1,-8.319910169E-1,-5.239337087E-1,-6.401907206E-1
6.094094592E1,-7.465557456E-1,-2.944184840E-1,-5.821612477E-1
6.095095992E1,-4.827036560E-1,1.140066423E-2,-4.441767335E-1
6.096097392E1,-1.679206789E-1,2.648640871E-1,-2.473286390E-1
6.097098792E1,1.268111169E-1,3.373773992E-1,-4.931722209E-2
6.098100192E1,3.334993124E-1,2.365088612E-1,6.253207475E-2
6.099101592E1,4.265168607E-1,8.018703014E-2,1.217477098E-1
6.100102992E1,4.282998741E-1,-3.675610200E-2,1.367298514E-1
6.101104492E1,3.719410300E-1,-7.732530683E-2,1.279692650E-1
6.102105892E1,2.848913670E-1,-4.170579836E-2,1.029291600E-1
6.103107292E1,1.893632412E-1,4.023246467E-2,5.802059174E-2
6.104108692E1,6.883230805E-2,1.473165751E-1,-5.999936257E-3
6.105110092E1,-9.001950920E-2,2.367412448E-1,-8.083283901E-2
6.106111492E1,-2.440479547E-1,2.895740867E-1,-1.676004976E-1
6.107112892E1,-3.736635149E-1,2.939412296E-1,-2.479152083E-1
6.108114292E1,-4.441448748E-1,2.910391688E-1,-2.978459895E-1
6.109115692E1,-4.553341568E-1,3.058244586E-1,-3.037610948E-1
6.110117092E1,-4.214334488E-1,3.207299113E-1,-2.665823102E-1
6.111118492E1,-3.497792780E-1,3.274447620E-1,-2.277969867E-1
6.112119892E1,-2.677022517E-1,3.153175116E-1,-1.865970790E-1
6.113121292E1,-1.825202852E-1,2.692573965E-1,-1.477203667E-1
6.114122692E1,-1.140666753E-1,1.922254711E-1,-1.216778457E-1
6.115124092E1,-6.102068722E-2,1.066989079E-1,-9.328627586E-2
6.116125492E1,-1.916378178E-2,8.275934495E-3,-8.286158741E-2
6.117126892E1,1.360436343E-2,-7.217317820E-2,-9.423391521E-2
6.118128292E1,3.009199165E-2,-1.005238593E-1,-1.129399613E-1
6.119129692E1,2.359140478E-2,-8.811891824E-2,-1.234055310E-1
6.120131092E1,-6.155040115E-3,-3.778570890E-2,-1.211783290E-1
6.121132492E1,-4.803941399E-2,1.283343509E-2,-1.018545181E-1
6.122133892E1,-8.302162588E-2,6.808337569E-2,-7.305243611E-2
