"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.629419575E1,-6.427633667E-1,1.800605621E0,7.971373444E0
4.630420975E1,-5.548960876E-1,1.765428772E0,7.833809509E0
4.631422375E1,-5.026547241E-1,1.743424530E0,7.719597015E0
4.632423775E1,-5.059478760E-1,1.745969238E0,7.629634094E0
4.633425175E1,-4.971162415E-1,1.755399628E0,7.533084869E0
4.634426575E1,-4.592449951E-1,1.781595154E0,7.424710236E0
4.635427975E1,-4.378395081E-1,1.827848969E0,7.301217041E0
4.636429375E1,-4.484674072E-1,1.900148621E0,7.114255829E0
4.637430775E1,-4.569996643E-1,2.027833099E0,6.896009674E0
4.638432175E1,-4.158352661E-1,2.190694427E0,6.687792664E0
4.639433575E1,-4.246669006E-1,2.359842682E0,6.629713440E0
4.640434975E1,-3.477268982E-1,2.532433777E0,6.476132812E0
4.641436375E1,-2.903961182E-1,2.700833588E0,6.458319855E0
4.642437775E1,-3.333567810E-1,2.836152191E0,6.518345032E0
4.643439175E1,-2.749781799E-1,2.925366669E0,6.669530640E0
4.644440575E1,-1.784289551E-1,2.991978149E0,6.961573334E0
4.645441975E1,-8.412506104E-2,3.007845154E0,7.287295990E0
4.646443375E1,-3.517684937E-2,2.995570679E0,7.748786316E0
4.647444450E1,6.810836792E-2,2.967878265E0,8.052205353E0
4.648445850E1,1.956431580E-1,2.906206512E0,8.415948944E0
4.649447250E1,1.947450256E-1,2.816393280E0,8.850195923E0
4.650448650E1,1.440005493E-1,2.745889893E0,9.286538544E0
4.651450050E1,5.388793945E-2,2.680625610E0,9.703571320E0
4.652451450E1,-6.406677246E-2,2.592458954E0,1.006776398E1
4.653452850E1,-1.857637024E-1,2.499202881E0,1.042851379E1
4.654454250E1,-3.260220337E-1,2.448009338E0,1.075573334E1
4.655455650E1,-4.629872131E-1,2.424508209E0,1.099987564E1
4.656457050E1,-5.974076843E-1,2.421364746E0,1.122261246E1
4.657458350E1,-7.439529419E-1,2.413580933E0,1.133637589E1
4.658459750E1,-9.388476562E-1,2.464774475E0,1.146271317E1
4.659461150E1,-1.165027313E0,2.628384247E0,1.146690445E1
4.660462550E1,-1.427731018E0,2.846031647E0,1.145163620E1
4.661463950E1,-1.633403320E0,3.038980408E0,1.146675476E1
4.662465350E1,-1.683698730E0,3.241958313E0,1.141286682E1
4.663466750E1,-1.612297211E0,3.471281433E0,1.128907425E1
4.664468150E1,-1.391057281E0,3.598965912E0,1.122036713E1
4.665469550E1,-1.018482056E0,3.552263031E0,1.123069565E1
4.666470950E1,-6.206094360E-1,3.411256256E0,1.123653351E1
4.667472350E1,-3.011737061E-1,3.045267334E0,1.146645538E1
4.668473750E1,-4.385879517E-2,2.566263428E0,1.167721710E1
4.669475150E1,1.540296936E-1,2.028132477E0,1.194081894E1
4.670476550E1,1.519340515E-1,1.544039154E0,1.198901871E1
4.671477950E1,-7.185058594E-3,1.227746887E0,1.208886108E1
4.672479350E1,-3.442840576E-2,9.958790588E-1,1.179816559E1
4.673480750E1,-1.142124939E-1,9.461824036E-1,1.153426437E1
4.674482150E1,-1.901046753E-1,8.753796387E-1,1.105526047E1
4.675483550E1,-8.876541138E-2,8.653504944E-1,1.032612671E1
4.676484950E1,6.301895142E-2,9.361532593E-1,9.641151123E0
4.677486350E1,2.859054565E-1,1.098864899E0,9.007818146E0
4.678487750E1,4.957690430E-1,1.279539185E0,8.515641632E0
4.679489150E1,6.695576477E-1,1.438807983E0,8.080047455E0
4.680490550E1,7.764353943E-1,1.583257599E0,7.698640594E0
4.681491950E1,7.580236816E-1,1.655257874E0,7.439230042E0
4.682493350E1,7.373666382E-1,1.657952271E0,7.269183655E0
4.683494750E1,6.345304871E-1,1.629511414E0,7.207362213E0
4.684496150E1,4.314028931E-1,1.578467560E0,7.234605560E0
4.685497550E1,1.833686829E-1,1.538650360E0,7.267237701E0
4.686498950E1,-6.331832886E-2,1.535656586E0,7.312593384E0
4.687500250E1,-2.918930054E-1,1.558558960E0,7.393724670E0
4.688501650E1,-4.441264343E-1,1.539398804E0,7.520361328E0
4.689503050E1,-4.866380310E-1,1.559756470E0,7.651488647E0
4.690504450E1,-5.266049194E-1,1.633253632E0,7.810458069E0
4.691505850E1,-4.686753845E-1,1.711241455E0,7.801327057E0
4.692507250E1,-3.897894287E-1,1.822909241E0,7.826175385E0
4.693508650E1,-3.577560425E-1,2.031874695E0,7.771838379E0
4.694510050E1,-2.706372070E-1,2.213147736E0,7.674840088E0
4.695511450E1,-2.013313293E-1,2.398761749E0,7.585775299E0
4.696512850E1,-2.615061951E-1,2.573298798E0,7.511080627E0
4.697514250E1,-3.079096985E-1,2.686762848E0,7.448660431E0
4.698515650E1,-3.583547974E-1,2.784359894E0,7.453749847E0
4.699517050E1,-4.716691589E-1,2.876867523E0,7.569758606E0
4.700518450E1,-5.599855042E-1,2.989882507E0,7.645351410E0
4.701519850E1,-5.601351929E-1,3.087928619E0,7.734565887E0
4.702521250E1,-5.764512634E-1,3.189866638E0,7.884553986E0
4.703522650E1,-5.779481506E-1,3.256927185E0,8.006101227E0
4.704524050E1,-5.652246094E-1,3.322939911E0,8.167615356E0
4.705525450E1,-5.983058167E-1,3.339854736E0,8.445587311E0
4.706526850E1,-6.176156616E-1,3.312761078E0,8.829987946E0
4.707528250E1,-6.149212646E-1,3.255729675E0,9.241781616E0
4.708529650E1,-6.074368286E-1,3.176394653E0,9.708211670E0
4.709531050E1,-6.330335999E-1,3.045117645E0,1.021760239E1
4.710532450E1,-6.298901367E-1,2.940634918E0,1.073597443E1
4.711533850E1,-5.656736755E-1,2.827919312E0,1.116992203E1
4.712535250E1,-5.510041809E-1,2.692750397E0,1.145522873E1
4.713536650E1,-6.096821594E-1,2.739004211E0,1.153785690E1
4.714538050E1,-7.192543030E-1,2.832110596E0,1.150687134E1
4.715539450E1,-7.587721252E-1,2.924468536E0,1.140418488E1
4.716540850E1,-8.562194824E-1,3.021017761E0,1.135089569E1
4.717542250E1,-9.710307312E-1,3.096460876E0,1.135778137E1
4.718543650E1,-1.079405365E0,3.147055664E0,1.141571091E1
4.719545050E1,-1.128503265E0,3.106639709E0,1.151136200E1
4.720546450E1,-1.135987701E0,2.990630951E0,1.160327087E1
4.721547850E1,-1.178349609E0,2.773133240E0,1.175954590E1
4.722549150E1,-1.239721985E0,2.468067627E0,1.195848221E1
4.723550650E1,-1.242117004E0,2.075883179E0,1.224184296E1
4.724551950E1,-1.191821594E0,1.697170715E0,1.244257553E1
4.725553350E1,-1.229393463E0,1.467548218E0,1.252101242E1
4.726554750E1,-1.307830353E0,1.319506073E0,1.262070511E1
4.727556150E1,-1.212029572E0,1.181642761E0,1.225606339E1
4.728557550E1,-1.170715485E0,1.247056732E0,1.187690186E1
4.729558950E1,-1.292711792E0,1.441352692E0,1.132724487E1
4.730560350E1,-1.236578522E0,1.717079315E0,1.055455170E1
4.731561750E1,-1.096769257E0,1.945504303E0,9.764644318E0
4.732563150E1,-9.892927551E-1,2.140399017E0,9.113199005E0
4.733564550E1,-8.961863708E-1,2.220931549E0,8.577762451E0
4.734565950E1,-8.672964478E-1,2.264041901E0,8.156987457E0
4.735567350E1,-8.834628296E-1,2.266736298E0,7.833809509E0
4.736568750E1,-9.181906128E-1,2.222428436E0,7.581883392E0
4.737570150E1,-9.565109253E-1,2.148182831E0,7.412735138E0
4.738571550E1,-9.776170349E-1,2.049687653E0,7.322772217E0
4.739572950E1,-1.002315674E0,1.947001190E0,7.293582916E0
4.740574350E1,-9.960287476E-1,1.856589203E0,7.291038208E0
4.741575750E1,-9.545649719E-1,1.768123169E0,7.251071320E0
4.742577150E1,-9.358538818E-1,1.707050171E0,7.235204315E0
4.743578550E1,-9.279203796E-1,1.675914917E0,7.223378906E0
4.744579950E1,-9.342073059E-1,1.675615540E0,7.163054352E0
4.745581350E1,-9.487271118E-1,1.695823517E0,7.090305634E0
4.746582750E1,-9.436376953E-1,1.732048187E0,7.004683685E0
4.747584054E1,-9.372010803E-1,1.863624573E0,6.923552399E0
4.748585454E1,-9.090596008E-1,1.983225861E0,6.900200958E0
4.749586854E1,-8.141569519E-1,2.106120300E0,6.891369324E0
4.750588254E1,-7.836204529E-1,2.226020966E0,6.985822906E0
4.751589654E1,-7.749385071E-1,2.367177429E0,7.100035400E0
4.752591054E1,-7.527845764E-1,2.464325409E0,7.188052368E0
4.753592454E1,-7.435038757E-1,2.554288330E0,7.379504242E0
4.754593854E1,-7.261399841E-1,2.627037048E0,7.581434326E0
4.755595254E1,-7.116201782E-1,2.684816895E0,7.824079742E0
4.756596654E1,-6.872209167E-1,2.738704834E0,8.033045197E0
4.757598054E1,-6.089337158E-1,2.771786041E0,8.256680145E0
4.758599454E1,-5.044509888E-1,2.837349701E0,8.558602295E0
4.759600754E1,-3.906875610E-1,2.873873749E0,8.847501526E0
4.760602154E1,-3.094065857E-1,2.889740753E0,9.184301147E0
4.761603554E1,-2.436932373E-1,2.864143982E0,9.471553802E0
4.762604954E1,-2.107617188E-1,2.870131531E0,9.749076691E0
4.763606354E1,-2.335144043E-1,2.863994293E0,1.006821304E1
4.764607754E1,-2.917433167E-1,2.808908844E0,1.036085449E1
4.765609154E1,-2.939886475E-1,2.740501099E0,1.063089294E1
4.766610554E1,-2.841091919E-1,2.661465454E0,1.091545120E1
4.767611954E1,-3.126997375E-1,2.587968292E0,1.121003860E1
4.768613354E1,-4.707710266E-1,2.655627594E0,1.137185211E1
4.769614754E1,-6.908134460E-1,2.836002502E0,1.141496246E1
4.770616154E1,-8.334667969E-1,2.911595306E0,1.143053009E1
4.771617554E1,-8.066725159E-1,3.065475311E0,1.126377686E1
4.772618954E1,-6.393205261E-1,3.314557343E0,1.118638779E1
4.773620354E1,-4.194277954E-1,3.420836334E0,1.140448425E1
4.774621754E1,7.708969116E-2,3.405268707E0,1.157063873E1
4.775623154E1,5.873785400E-1,3.239263916E0,1.166643951E1
4.776624554E1,8.912466431E-1,3.073259125E0,1.195863190E1
4.777625954E1,1.100511475E0,2.724933472E0,1.229902405E1
4.778627354E1,1.132245483E0,2.304008789E0,1.261905853E1
4.779628754E1,1.027313690E0,1.866169281E0,1.279928375E1
4.780630154E1,8.852590942E-1,1.461860046E0,1.275317963E1
4.781631554E1,6.198609924E-1,1.194366302E0,1.258178604E1
4.782632954E1,3.375480652E-1,1.063688049E0,1.208212509E1
4.783634354E1,2.401007080E-1,1.043779449E0,1.121273300E1
4.784635754E1,2.047741699E-1,1.098864899E0,1.036848862E1
4.785637154E1,3.276686096E-1,1.234333191E0,9.540111237E0
4.786638554E1,5.676196289E-1,1.357077942E0,8.931476898E0
4.787639954E1,7.815248108E-1,1.524429932E0,8.520281982E0
4.788641354E1,9.517208862E-1,1.679208069E0,8.168363800E0
4.789642754E1,1.040336609E0,1.734742584E0,7.914940796E0
4.790644154E1,1.043629761E0,1.808988190E0,7.776478729E0
4.791645554E1,9.708810425E-1,1.885778503E0,7.689060516E0
4.792646954E1,7.650590515E-1,1.900747375E0,7.652237091E0
4.793648354E1,4.596940613E-1,1.964065704E0,7.662415924E0
4.794649754E1,1.188528442E-1,1.981279907E0,7.700287170E0
4.795651154E1,-1.755848694E-1,2.008672943E0,7.738457794E0
4.796652554E1,-2.856060791E-1,2.008672943E0,7.748187561E0
4.797653954E1,-3.388952637E-1,2.004631348E0,7.793992310E0
4.798655354E1,-3.192860413E-1,2.025587769E0,7.804171143E0
4.799656754E1,-2.630030823E-1,2.097288666E0,7.749385071E0
4.800658054E1,-2.004331970E-1,2.164947968E0,7.617209930E0
4.801659454E1,-1.676513672E-1,2.248923340E0,7.495363312E0
4.802660854E1,-1.395098877E-1,2.326761475E0,7.382498016E0
4.803662254E1,-1.384620667E-1,2.423610077E0,7.253316650E0
4.804663654E1,-1.877096558E-1,2.504441986E0,7.166796570E0
4.805665054E1,-2.415975952E-1,2.590513000E0,7.117399292E0
4.806666454E1,-2.966830444E-1,2.720742188E0,7.084916840E0
4.807667854E1,-3.597019958E-1,2.863096161E0,7.081324310E0
4.808669254E1,-4.305047607E-1,2.991678772E0,7.132667542E0
4.809670654E1,-4.635859680E-1,3.117866364E0,7.180867310E0
4.810672054E1,-5.713618469E-1,3.225043488E0,7.307953033E0
4.811673454E1,-6.529421997E-1,3.327580261E0,7.494465179E0
4.812674854E1,-6.727011108E-1,3.445684662E0,7.651788025E0
4.813676254E1,-6.870712280E-1,3.515738983E0,7.985893250E0
4.814677654E1,-6.652166748E-1,3.531605988E0,8.337512054E0
4.815679054E1,-6.387217712E-1,3.533102875E0,8.784033508E0
4.816680454E1,-6.697073364E-1,3.491190033E0,9.247320099E0
4.817681854E1,-7.424560547E-1,3.418890381E0,9.727820892E0
4.818683254E1,-8.146060181E-1,3.362607422E0,1.017060013E1
4.819684654E1,-8.481362915E-1,3.258873138E0,1.052147049E1
4.820686054E1,-9.225315857E-1,3.176993408E0,1.087383774E1
4.821687454E1,-8.762777710E-1,3.198548584E0,1.098370926E1
4.822688854E1,-8.312214661E-1,3.296445007E0,1.094838272E1
4.823690254E1,-7.138655090E-1,3.384461975E0,1.084809128E1
4.824691654E1,-4.748126221E-1,3.445235596E0,1.070424042E1
4.825693054E1,-3.478765869E-1,3.610641632E0,1.058314224E1
4.826694454E1,-3.007246399E-1,3.723955994E0,1.037582336E1
4.827695854E1,-3.417393494E-1,3.838467865E0,1.030112869E1
4.828697254E1,-4.320016479E-1,3.830684052E0,1.037028488E1
4.829698654E1,-5.751040649E-1,3.637884979E0,1.056622742E1
4.830700054E1,-6.665638733E-1,3.433559875E0,1.078851517E1
4.831701454E1,-7.406597900E-1,3.098855896E0,1.114926498E1
4.832702854E1,-7.767347717E-1,2.714604950E0,1.163784897E1
4.833704254E1,-7.466473389E-1,2.304008789E0,1.210847031E1
4.834705654E1,-7.641609192E-1,2.002236328E0,1.238479568E1
4.835707054E1,-7.490423584E-1,1.728455658E0,1.253134094E1
4.836708454E1,-7.447013855E-1,1.522933044E0,1.249930756E1
4.837709854E1,-8.006849670E-1,1.487456818E0,1.216610046E1
4.838711254E1,-9.026229858E-1,1.578168182E0,1.172047714E1
4.839712654E1,-1.004710693E0,1.809586945E0,1.115764755E1
4.840714054E1,-9.181906128E-1,2.071242828E0,1.046578629E1
4.841715454E1,-7.755372620E-1,2.290686493E0,9.888885956E0
4.842716854E1,-6.426136780E-1,2.394121399E0,9.432485046E0
4.843718254E1,-5.083428955E-1,2.412982178E0,9.173224182E0
4.844719654E1,-4.117936707E-1,2.332449646E0,8.967252502E0
4.845721054E1,-3.731739807E-1,2.281555481E0,8.784931641E0
4.846722454E1,-3.451821899E-1,2.220632172E0,8.653954010E0
4.847724250E1,-3.390449524E-1,2.137704620E0,8.526868286E0
4.848725650E1,-2.888992310E-1,2.064207458E0,8.416547699E0
4.849727050E1,-2.622546387E-1,1.994901581E0,8.299191742E0
4.850728350E1,-2.888992310E-1,1.922152863E0,8.117918701E0
4.851729750E1,-3.266207886E-1,1.915117493E0,7.945776672E0
4.852731150E1,-3.787124634E-1,1.945055237E0,7.709118805E0
4.853732550E1,-4.414320374E-1,1.971699829E0,7.447163544E0
4.854733950E1,-4.963677979E-1,2.106569366E0,7.217840424E0
4.855735350E1,-5.468128967E-1,2.235451355E0,7.053931274E0
4.856736750E1,-6.366261292E-1,2.384990387E0,6.883735199E0
4.857738150E1,-6.242019653E-1,2.534230042E0,6.768624573E0
4.858739550E1,-6.159690857E-1,2.686613159E0,6.770869904E0
4.859740950E1,-5.598358154E-1,2.782114563E0,6.883585510E0
4.860742350E1,-4.596940613E-1,2.899171143E0,7.087162170E0
4.861743750E1,-3.595523071E-1,2.995720367E0,7.375462646E0
4.862745150E1,-2.686912537E-1,2.989134064E0,7.642058258E0
4.863746550E1,-1.968406677E-1,3.026705933E0,7.937244415E0
4.864747950E1,-1.172062683E-1,3.040028229E0,8.174950104E0
4.865749350E1,-1.631607056E-2,3.068020020E0,8.401279449E0
4.866750750E1,4.535568237E-2,3.043920135E0,8.639883270E0
4.867752150E1,6.930587769E-2,3.041674805E0,8.875643005E0
4.868753550E1,9.086105347E-2,3.022814026E0,9.156159668E0
4.869754950E1,6.286926270E-2,2.967878265E0,9.452094269E0
4.870756350E1,4.834945679E-2,2.905907135E0,9.742191010E0
4.871757750E1,8.771759033E-2,2.828368378E0,1.008378067E1
4.872759150E1,1.423539734E-1,2.743345184E0,1.036714142E1
4.873760550E1,1.809736633E-1,2.761607208E0,1.058089691E1
4.874761950E1,2.457888794E-1,2.722688141E0,1.070154602E1
4.875763350E1,2.393522644E-1,2.686164093E0,1.084988754E1
4.876764750E1,2.583627319E-1,2.640808411E0,1.089793762E1
4.877766150E1,1.568737793E-1,2.674188995E0,1.099493591E1
4.878767550E1,-6.616241455E-2,2.837349701E0,1.100227066E1
4.879768950E1,-2.459385681E-1,3.001408539E0,1.092383377E1
4.880770350E1,-3.649411011E-1,3.192710724E0,1.085647385E1
4.881771750E1,-4.697232056E-1,3.429368591E0,1.077848602E1
4.882773150E1,-4.661306763E-1,3.647015991E0,1.060275146E1
4.883774550E1,-2.374063110E-1,3.804787903E0,1.047491730E1
4.884775950E1,-6.406677246E-2,3.866609344E0,1.060245209E1
4.885777350E1,2.802172852E-1,3.720662842E0,1.066053131E1
4.886778750E1,5.977070618E-1,3.405268707E0,1.092458221E1
4.887780150E1,8.063731384E-1,2.895279236E0,1.132679581E1
4.888781550E1,8.301736450E-1,2.395318909E0,1.173469757E1
4.889782950E1,7.587721252E-1,1.985022125E0,1.191537186E1
4.890784350E1,6.836283875E-1,1.741628265E0,1.188573349E1
4.891785750E1,5.846841431E-1,1.580263824E0,1.159937897E1
4.892787150E1,4.469705200E-1,1.587897949E0,1.111393845E1
4.893788550E1,2.727328491E-1,1.723815308E0,1.047746201E1
4.894789950E1,2.604583740E-1,1.933229828E0,9.657766571E0
4.895791350E1,3.815565491E-1,2.081122284E0,8.966953125E0
4.896792750E1,5.471122742E-1,2.231260071E0,8.484057312E0
4.897794150E1,7.464976501E-1,2.344574432E0,8.132139130E0
4.898795550E1,9.247769165E-1,2.467468872E0,7.926167450E0
4.899796950E1,1.049766998E0,2.560425568E0,7.753276978E0
4.900798350E1,1.126108246E0,2.584375763E0,7.694898376E0
4.901799750E1,1.084195404E0,2.611170044E0,7.690108337E0
4.902801150E1,9.553134155E-1,2.560275879E0,7.688461761E0
4.903802550E1,7.524851990E-1,2.530038757E0,7.679929504E0
4.904803950E1,4.981640625E-1,2.473755798E0,7.654183044E0
4.905805350E1,2.896476746E-1,2.402054901E0,7.627688141E0
4.906806750E1,1.197509766E-1,2.337988129E0,7.616012421E0
4.907808150E1,-6.885681152E-3,2.318229218E0,7.577841797E0
4.908809550E1,-5.987548828E-2,2.331102448E0,7.526199188E0
4.909810950E1,-6.376739502E-2,2.371817780E0,7.468569031E0
4.910812350E1,-6.885681152E-3,2.442321167E0,7.381300507E0
4.911813750E1,5.269042969E-2,2.595153351E0,7.238497467E0
4.912815150E1,2.993774414E-2,2.728825378E0,7.096143494E0
4.913816550E1,8.831634521E-3,2.819237366E0,6.994804230E0
4.914817950E1,-4.281097412E-2,2.926564178E0,6.932982788E0
4.915819250E1,-9.041198730E-2,3.046913910E0,6.956034851E0
4.916820750E1,-1.062789917E-1,3.167563019E0,7.029082947E0
4.917822050E1,-1.252894592E-1,3.276686096E0,7.133715363E0
4.918823450E1,-1.615141296E-1,3.382066956E0,7.244035950E0
4.919824850E1,-2.195933533E-1,3.506158905E0,7.330705719E0
4.920826250E1,-2.902464294E-1,3.633244629E0,7.421866150E0
4.921827650E1,-3.528163147E-1,3.782783661E0,7.516020355E0
4.922829050E1,-3.579057312E-1,3.899690552E0,7.712861023E0
4.923830450E1,-3.113525391E-1,3.958069153E0,7.973768463E0
4.924831850E1,-2.854563904E-1,3.970942383E0,8.266409912E0
4.925833250E1,-2.891986084E-1,3.953728180E0,8.569529572E0
4.926834650E1,-2.875520325E-1,3.879033508E0,8.878636780E0
4.927836050E1,-2.230361938E-1,3.762875061E0,9.222322083E0
4.928837450E1,-1.901046753E-1,3.667822723E0,9.610315247E0
4.929838850E1,-1.613644409E-1,3.571123810E0,9.958790588E0
4.930840250E1,-1.107696533E-1,3.469036102E0,1.033765274E1
4.931841650E1,-1.366658020E-1,3.320395203E0,1.078791641E1
4.932843050E1,-1.776805115E-1,3.258873138E0,1.087234085E1
4.933844450E1,-2.351609802E-1,3.346590729E0,1.100765945E1
4.934845850E1,-3.162922668E-1,3.457210693E0,1.093311447E1
4.935847250E1,-4.123924255E-1,3.616479492E0,1.090257797E1
4.936848650E1,-6.030958557E-1,3.783981171E0,1.093356354E1
4.937850050E1,-7.713459778E-1,3.875440979E0,1.102442459E1
4.938851450E1,-8.851094055E-1,3.979774017E0,1.111738129E1
4.939852850E1,-9.126521301E-1,3.993395691E0,1.126377686E1
4.940854250E1,-8.273295593E-1,3.902684326E0,1.140074203E1
4.941855650E1,-7.200027466E-1,3.761827240E0,1.148591492E1
4.942857050E1,-6.292913818E-1,3.550915833E0,1.155776550E1
4.943858450E1,-4.897814941E-1,3.208278351E0,1.178244827E1
4.944859850E1,-4.056564331E-1,2.850522308E0,1.204605011E1
4.945861250E1,-4.272116089E-1,2.540067902E0,1.213017517E1
4.946862650E1,-4.474195862E-1,2.354902954E0,1.193423264E1
4.947863675E1,-5.060975647E-1,2.195634155E0,1.162078445E1
4.948865075E1,-7.575746155E-1,2.216590576E0,1.116318604E1
4.949866475E1,-9.517208862E-1,2.337239685E0,1.056128769E1
4.950867875E1,-1.023870850E0,2.510728912E0,9.896969147E0
4.951869275E1,-1.046773224E0,2.703078918E0,9.339528351E0
4.952870675E1,-9.406439209E-1,2.833457794E0,8.899742889E0
4.953872075E1,-7.129673767E-1,2.827320557E0,8.601413269E0
4.954873475E1,-5.375321960E-1,2.761008453E0,8.420439606E0
4.955874875E1,-4.320016479E-1,2.698438568E0,8.349636841E0
4.956876275E1,-3.978726196E-1,2.600392456E0,8.338559875E0
4.957877675E1,-3.923341370E-1,2.437980194E0,8.355774078E0
4.958879075E1,-3.600013733E-1,2.248923340E0,8.405321045E0
4.959880475E1,-3.528163147E-1,2.067350922E0,8.391399994E0
4.960881875E1,-3.535647583E-1,1.930685120E0,8.399782562E0
4.961883275E1,-3.622467041E-1,1.819915466E0,8.336613922E0
4.962884675E1,-4.248165894E-1,1.760938110E0,8.222850494E0
4.963886075E1,-4.921765137E-1,1.732347565E0,8.025560760E0
4.964887475E1,-5.483097839E-1,1.742077332E0,7.823181610E0
4.965888875E1,-5.647755432E-1,1.801503754E0,7.614515533E0
4.966890275E1,-5.023553467E-1,1.927541656E0,7.474855957E0
4.967891675E1,-3.830534363E-1,2.121837616E0,7.357350311E0
4.968893075E1,-2.448907471E-1,2.307601318E0,7.271878052E0
4.969894475E1,-1.392105103E-1,2.485431519E0,7.185058594E0
4.970895875E1,-6.825805664E-2,2.642305298E0,7.141948242E0
4.971897275E1,-8.083190918E-3,2.783162384E0,7.149582367E0
4.972898675E1,4.430786133E-2,2.897674255E0,7.205865326E0
4.973900075E1,7.828720093E-2,2.961441650E0,7.377857666E0
4.974901475E1,1.001417542E-1,3.019071808E0,7.552544403E0
4.975902875E1,1.145118713E-1,3.078797607E0,7.717052307E0
4.976904275E1,1.112187195E-1,3.137325897E0,7.935897217E0
4.977905675E1,1.245410156E-1,3.172802124E0,8.100105743E0
4.978907075E1,1.541793823E-1,3.223995667E0,8.263865204E0
4.979908475E1,1.667532349E-1,3.235372009E0,8.453371124E0
4.980909875E1,1.808239746E-1,3.265459442E0,8.605005798E0
4.981911275E1,1.673519897E-1,3.310366058E0,8.784033508E0
4.982912675E1,1.722917175E-1,3.310964813E0,9.013206940E0
4.983914075E1,2.498304749E-1,3.294798431E0,9.372609558E0
4.984915475E1,3.611988831E-1,3.287912750E0,9.683363342E0
4.985916875E1,4.710704041E-1,3.270249481E0,9.997709656E0
4.986918275E1,4.872367859E-1,3.212020569E0,1.029858398E1
4.987919675E1,4.837939453E-1,3.151696014E0,1.047342041E1
4.988921075E1,4.544549561E-1,3.097658386E0,1.064825684E1
4.989922475E1,2.826123047E-1,3.161276093E0,1.076980408E1
4.990923875E1,1.731898499E-1,3.276237030E0,1.072729248E1
4.991925275E1,1.577719116E-1,3.398682404E0,1.065918411E1
4.992926675E1,1.137634277E-1,3.531156921E0,1.067969147E1
4.993928075E1,1.236428833E-1,3.684438171E0,1.056742493E1
4.994929475E1,1.981878662E-1,3.818259888E0,1.052551208E1
4.995930875E1,3.032693481E-1,3.836072845E0,1.046339127E1
4.996932275E1,5.676196289E-1,3.740421753E0,1.056847275E1
4.997933675E1,7.849676514E-1,3.467688904E0,1.074300980E1
4.998935075E1,9.804611206E-1,3.014880524E0,1.114477432E1
4.999936475E1,1.127006378E0,2.494562531E0,1.174278076E1
5.000937875E1,1.183738403E0,2.018702087E0,1.234153564E1
5.001939275E1,1.227597198E0,1.626218262E0,1.266501297E1
5.002940675E1,1.286873932E0,1.366508331E0,1.256726624E1
5.003942075E1,1.295106812E0,1.297651520E0,1.229662903E1
5.004943475E1,1.219214630E0,1.390608215E0,1.179726746E1
5.005944875E1,1.206341400E0,1.569635925E0,1.095841187E1
5.006946275E1,1.281784515E0,1.760938110E0,1.009845016E1
5.007947675E1,1.371597748E0,1.896256714E0,9.463919678E0
5.008949075E1,1.464704132E0,2.029479675E0,8.941356354E0
5.009950475E1,1.672621765E0,2.109413452E0,8.624315643E0
5.010951875E1,1.790726166E0,2.154469757E0,8.399034119E0
5.011953275E1,1.858385468E0,2.155218201E0,8.218808899E0
5.012954675E1,1.863325195E0,2.147434387E0,8.028704224E0
5.013956075E1,1.742676086E0,2.104922791E0,8.035290527E0
5.014957475E1,1.563049622E0,2.056124268E0,8.002508698E0
5.015958875E1,1.349743195E0,2.012415161E0,8.024962006E0
5.016960275E1,1.082249451E0,1.992057495E0,8.087232513E0
5.017961675E1,8.309220886E-1,1.943558350E0,8.175399170E0
5.018963075E1,6.012995911E-1,1.898951111E0,8.247848511E0
5.019964475E1,4.282594299E-1,1.806593170E0,8.317753143E0
5.020965875E1,3.152444458E-1,1.748214569E0,8.426277466E0
5.021967275E1,2.748284912E-1,1.708547058E0,8.549171906E0
5.022968675E1,2.559677124E-1,1.728904724E0,8.643924866E0
5.023970075E1,3.451821899E-1,1.747765503E0,8.644822998E0
5.024971475E1,5.037025452E-1,1.841770020E0,8.570577393E0
5.025972975E1,5.791456604E-1,1.947450256E0,8.445587311E0
5.026974375E1,6.697073364E-1,2.082020416E0,8.216862946E0
5.027975775E1,7.197033691E-1,2.264490967E0,7.968978424E0
5.028977175E1,6.896159363E-1,2.441123657E0,7.718549194E0
5.029978575E1,5.734574890E-1,2.650687866E0,7.607629852E0
5.030979975E1,4.809498596E-1,2.804717560E0,7.551197205E0
5.031981375E1,4.487667847E-1,2.984643402E0,7.553741913E0
5.032982775E1,4.686753845E-1,3.165317688E0,7.608827362E0
5.033984175E1,4.776567078E-1,3.361260223E0,7.663763123E0
5.034985575E1,4.727169800E-1,3.503464508E0,7.691006470E0
5.035986975E1,4.379891968E-1,3.592828674E0,7.740852814E0
5.036988375E1,4.047583008E-1,3.656296692E0,7.813152466E0
5.037989775E1,3.635939026E-1,3.667972412E0,7.945327606E0
5.038991175E1,2.917433167E-1,3.666026459E0,8.180937653E0
5.039992575E1,2.155517578E-1,3.598217468E0,8.530460815E0
5.040993975E1,2.128573608E-1,3.444786530E0,8.918004913E0
5.041995375E1,2.618055725E-1,3.251089325E0,9.309889984E0
5.042996775E1,2.475851440E-1,3.034639435E0,9.784103851E0
5.043998175E1,2.155517578E-1,2.792742462E0,1.034513718E1
5.044999575E1,1.469943237E-1,2.591710510E0,1.055934174E1
