"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.446373458E0,1.854071394E-3,5.250084214E-4,4.113884643E-4
2.456387458E0,-1.514561474E-3,8.930573240E-4,7.325652987E-4
2.466401458E0,-1.508986577E-3,-2.452312969E-3,-2.897554077E-4
2.476415458E0,-8.567776531E-4,-4.786443897E-4,-2.581938636E-3
2.486429458E0,-2.545867115E-3,6.718672812E-4,-6.370190531E-4
2.496443458E0,-1.132261008E-3,5.123438314E-4,-3.432724625E-4
2.506457458E0,1.813005656E-4,4.783300683E-4,6.880806759E-4
2.516471458E0,-1.405144110E-3,-2.474104986E-5,-1.572676469E-3
2.526485458E0,5.027391016E-4,-7.483642548E-4,-6.886399351E-4
2.536500458E0,9.299106896E-4,-2.404317725E-3,4.013916478E-4
2.546514458E0,-9.002145380E-4,-7.938761264E-4,-2.724360675E-3
2.556528458E0,-3.971420228E-4,-1.891364809E-3,-8.428371511E-4
2.566542458E0,6.550587714E-4,2.934774384E-4,1.036738046E-3
2.576556458E0,-8.152723312E-4,-3.300192300E-3,-7.483791560E-4
2.586570458E0,-3.174301237E-4,-1.003331970E-3,-5.745464005E-4
2.596584458E0,-2.951296046E-3,7.447670214E-4,-9.966576472E-4
2.606598458E0,1.173740253E-3,1.239268109E-3,-1.441066153E-3
2.616612458E0,2.126041800E-4,-1.328551676E-3,-8.573010564E-4
2.626626458E0,3.707259893E-4,-1.873574220E-3,5.737612955E-4
2.636640458E0,-1.683102921E-3,-5.241506733E-4,-6.531570107E-4
2.646654458E0,-1.874061301E-3,1.040987205E-3,5.848775618E-4
2.656668458E0,6.572734565E-4,3.911759704E-4,1.625374891E-3
2.666682458E0,2.391766757E-3,-1.193796284E-3,9.155962616E-4
2.676696458E0,1.676175743E-3,8.354894817E-6,-1.110523008E-4
2.686710458E0,1.064103097E-3,-9.989626706E-4,1.016389579E-3
2.696724458E0,2.908609807E-3,-1.330792438E-3,1.340496354E-3
2.706738458E0,9.671971202E-5,-1.293165144E-3,1.151763368E-3
2.716752458E0,1.621911302E-3,2.019008156E-3,9.277914651E-4
2.726766458E0,-5.127061158E-4,1.910361461E-4,-2.486817539E-5
2.736780458E0,-4.386696965E-4,8.147484623E-4,-1.210241113E-3
2.746794458E0,-2.758473158E-3,-9.532356635E-4,-4.564980045E-4
2.756808458E0,-5.834698677E-4,-9.649535641E-4,-4.615578800E-4
2.766822458E0,1.221938059E-3,-1.210862305E-3,-6.787539460E-4
2.776836458E0,5.351100117E-4,2.038993407E-3,-6.555845030E-4
2.786851458E0,2.112234011E-3,-1.104003284E-3,-2.539124340E-3
2.796865458E0,2.445129678E-3,-2.302159090E-3,-4.219119437E-4
2.806879458E0,-1.962631941E-4,1.127100084E-3,-1.918825321E-3
2.816893458E0,-1.059126109E-3,-9.118160233E-4,-2.581153531E-3
2.826907458E0,-2.875646576E-3,4.665809684E-4,-7.680403069E-4
2.836921458E0,-1.825829968E-3,4.761684686E-4,-1.656470820E-3
2.846935458E0,-1.239821315E-3,-1.868633088E-3,3.070840612E-4
2.856949458E0,-1.138355583E-4,-1.123214606E-3,-9.275572374E-4
2.866963458E0,-6.717536598E-4,7.465248927E-5,-4.665646702E-4
2.876977458E0,1.698993146E-3,-6.164377555E-4,-7.348228246E-5
2.886991458E0,8.149575442E-4,-3.791656345E-4,8.332496509E-5
2.897005458E0,-5.962513387E-4,3.481437452E-4,8.457880467E-4
2.907019458E0,-2.211872488E-4,8.951681666E-4,-1.201742794E-3
2.917033458E0,-9.042769670E-5,-1.121377572E-3,1.252360176E-3
2.927047458E0,-2.642050385E-4,5.537546240E-4,-2.004610375E-3
2.937061458E0,-2.021528780E-4,-7.479987107E-4,-3.235789947E-3
2.947075458E0,-1.022353768E-3,-2.878736705E-4,-1.218026504E-3
2.957089458E0,-2.112917602E-3,1.099633519E-3,-2.595544793E-4
2.967103458E0,2.753658220E-3,9.904662147E-5,1.230762340E-3
2.977117458E0,-1.919390634E-3,-1.723620575E-3,-1.318415161E-3
2.987131458E0,-2.732537687E-4,1.456136815E-3,-1.028058585E-3
2.997145458E0,1.317186281E-3,-1.109019853E-3,-5.849087611E-4
3.007159458E0,6.653741002E-4,1.511337701E-3,-1.310740598E-3
3.017173458E0,-2.647330984E-3,-1.557689160E-3,5.486784503E-4
3.027187458E0,1.148430631E-3,1.273993403E-3,1.643407159E-4
3.037201458E0,-1.491293311E-3,-1.433375757E-3,-2.780100331E-4
3.047215458E0,-1.252256334E-5,-2.987994812E-4,2.000287641E-3
3.057230458E0,-6.700567901E-4,1.529993024E-3,4.339683801E-5
3.067244458E0,1.627605408E-3,-8.276524022E-5,1.274027862E-3
3.077258458E0,1.973016188E-3,-8.726590313E-4,-2.172901295E-3
3.087272458E0,5.863178521E-4,3.380542621E-4,9.964662604E-4
3.097286458E0,1.983147115E-3,-3.714119084E-4,6.443965249E-4
3.107300458E0,4.193149507E-4,-4.984308034E-4,-2.084881999E-4
3.117314458E0,2.472735941E-4,-2.718441654E-3,-3.885179758E-4
3.127328458E0,-7.750485092E-4,-1.353060827E-3,-1.169181895E-3
3.137342458E0,1.514736563E-3,1.472020056E-3,-2.637067810E-4
3.147356458E0,-1.310830936E-3,3.594452050E-3,-3.093415871E-4
3.157370458E0,-2.055983990E-3,-1.515355427E-3,-1.259024721E-3
3.167384458E0,2.223724499E-3,-1.380965114E-4,-2.647354268E-3
3.177398458E0,-2.984143794E-5,2.295500133E-3,-1.460649539E-3
3.187412458E0,-1.854455099E-3,-3.683703486E-3,-2.135727089E-3
3.197426458E0,1.527760178E-3,3.680298105E-4,-5.636629649E-4
3.207440750E0,9.338743985E-4,3.433455713E-4,-3.439388238E-4
3.217454750E0,2.083029598E-3,-1.035328023E-4,-1.013724133E-3
3.227468750E0,1.065062359E-3,-3.565240186E-3,1.787617803E-3
3.237482750E0,2.108756453E-3,9.456225671E-4,1.070694532E-3
3.247496750E0,2.378961071E-3,2.562338486E-4,-2.663196065E-4
3.257510750E0,4.016006365E-3,-2.458592411E-3,6.034686230E-4
3.267524750E0,4.976149648E-4,1.601716504E-3,1.076508779E-3
3.277538750E0,1.500029117E-3,1.548985485E-3,2.225928940E-3
3.287552750E0,8.074473590E-4,4.300139844E-4,1.707888208E-3
3.297566750E0,-1.829825342E-4,-1.089851838E-3,1.196028665E-3
3.307580750E0,-1.323191449E-3,1.677596010E-3,5.916068330E-4
3.317594750E0,-5.977470428E-4,-1.342961565E-3,1.316519454E-3
3.327608750E0,-8.385051042E-4,4.356242716E-4,9.696185589E-4
3.337622750E0,-1.575134695E-3,7.868953981E-4,-1.195264980E-3
3.347636750E0,7.325094193E-4,2.968548797E-4,1.271829940E-3
3.357651750E0,3.542942926E-3,-1.659942791E-5,-7.644230500E-4
3.367665750E0,-9.284839034E-4,1.278280746E-3,1.640943810E-5
3.377679750E0,-2.127971500E-3,-1.617906615E-3,8.590337820E-4
3.387693750E0,-5.931761116E-4,7.110671140E-4,3.832764924E-5
3.397707750E0,-2.259515226E-3,1.472198404E-3,8.958657272E-4
3.407721750E0,6.216075271E-4,-3.659925424E-4,-9.000417776E-4
3.417735750E0,1.698324457E-3,2.087577712E-3,1.621705480E-3
3.427749750E0,1.290997490E-3,1.432875171E-3,1.804536209E-3
3.437763750E0,1.063298434E-3,2.712043934E-4,1.899610972E-3
3.447777750E0,-4.136059433E-4,-4.214043729E-4,1.294383779E-3
3.457791750E0,1.962468028E-3,-1.111162826E-3,-2.756549977E-3
3.467805750E0,1.923069358E-4,-3.014636226E-3,-3.123055212E-4
3.477819750E0,-8.678976446E-4,-1.544836909E-3,1.889015548E-4
3.487833750E0,-1.983249560E-3,-3.552339971E-3,-3.012932371E-3
3.497847750E0,-2.913491800E-3,3.520399332E-5,-2.449674066E-3
3.507861750E0,1.720301807E-4,1.368951518E-3,-1.939608715E-3
3.517875750E0,1.062856987E-3,2.296511084E-4,-2.342012245E-3
3.527889750E0,8.371267468E-4,2.155867405E-4,-1.699659042E-3
3.537903750E0,1.550912857E-4,9.093401022E-4,-2.232021652E-4
3.547917750E0,1.317188144E-4,5.185161717E-4,-7.299054414E-4
3.557931750E0,-4.472527653E-4,-1.906558406E-3,-1.314735506E-3
3.567945750E0,-3.855694085E-4,5.185534246E-4,-8.866023272E-4
3.577959750E0,-3.584045917E-4,-3.344570287E-4,-1.759320032E-3
3.587973750E0,-1.355120912E-3,2.342682797E-3,-6.156465970E-4
3.597987750E0,1.747194678E-3,3.440970555E-3,-1.813536510E-3
3.608001750E0,6.511807442E-5,2.416133415E-3,-9.115594439E-4
3.618015750E0,4.165319726E-3,1.016908791E-3,-3.730682656E-4
3.628029750E0,-6.183106452E-4,-4.919297062E-4,-1.164111309E-3
3.638043750E0,1.935394481E-3,4.039579071E-4,2.055526711E-4
3.648057750E0,-4.946272820E-4,-1.454039011E-3,-2.652827185E-3
3.658071750E0,1.519788057E-3,-1.390921418E-3,-1.089818310E-3
3.668086750E0,-2.188017592E-3,-1.958571374E-4,1.729091629E-3
3.678100750E0,2.346813679E-3,-1.208391041E-3,5.138912238E-4
3.688114750E0,1.927496865E-3,-1.888340805E-3,-9.949109517E-4
3.698128750E0,1.018559560E-3,-2.123764250E-3,-5.096825771E-4
3.708142750E0,-4.987400025E-4,-1.310731284E-3,7.662666030E-4
3.718156750E0,-2.776980400E-4,-2.997044940E-3,1.612353139E-3
3.728170750E0,1.515597105E-3,3.504294436E-3,-8.117454126E-5
3.738184750E0,-1.893514767E-3,-7.927156985E-4,-4.239236005E-4
3.748198750E0,-6.399769336E-4,-1.040471718E-3,-5.186190829E-4
3.758212750E0,-1.156629995E-3,1.491129398E-3,-1.073888503E-3
3.768226750E0,1.109566540E-3,-1.270993613E-3,-1.034285873E-3
3.778240750E0,-6.270799786E-4,-1.353285741E-3,-3.554967698E-3
3.788254750E0,1.015717164E-3,8.122562431E-4,-1.105461735E-3
