"Time (s)"	"X (m/s^2)"	"Y (m/s^2)"	"Z (m/s^2)"
1.276036805E2	4.267625427E-1	4.135899353E0	7.806865540E0
1.276136955E2	4.192781067E-1	4.165837097E0	8.012986908E0
1.276237095E2	3.671864319E-1	4.162693634E0	8.178542633E0
1.276337245E2	2.760260010E-1	4.268074493E0	8.289012909E0
1.276437385E2	1.649569702E-1	4.474495239E0	8.493936768E0
1.276537535E2	1.416055298E-1	4.681065674E0	8.661887512E0
1.276637675E2	1.574725342E-1	4.758454742E0	8.792266388E0
1.276737825E2	1.013392639E-1	4.838538208E0	9.083261261E0
1.276837965E2	2.454895020E-2	5.010081482E0	9.349108429E0
1.276938115E2	1.134640503E-1	5.027894440E0	9.520052948E0
1.277038255E2	1.544787598E-1	4.934189301E0	9.671987000E0
1.277138405E2	3.817062378E-2	4.981191559E0	9.873767395E0
1.277238545E2	-1.802252197E-1	5.112019501E0	1.006985962E1
1.277338695E2	-4.620890808E-1	5.297932892E0	1.014485367E1
1.277438835E2	-5.936654663E-1	5.328469391E0	1.014126114E1
1.277538985E2	-6.643185425E-1	5.189857635E0	1.017553986E1
1.277639125E2	-7.463479614E-1	5.265899506E0	1.004186783E1
1.277739275E2	-8.512797546E-1	5.446723480E0	1.000579285E1
1.277839415E2	-7.851173401E-1	5.552403717E0	1.004456223E1
1.277939555E2	-6.047424316E-1	5.652096405E0	1.004650818E1
1.278039705E2	-4.105961609E-1	5.742209015E0	1.005773483E1
1.278139845E2	-2.324665833E-1	5.681285706E0	1.017419266E1
1.278239995E2	-8.562194824E-2	5.502108307E0	1.045650558E1
