"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.570538513E1,-5.362440348E-1,1.696456783E-2,-3.753706515E-1
3.571539813E1,-5.512024164E-1,-6.309394725E-3,-3.740140796E-1
3.572541213E1,-4.926153123E-1,-4.733602516E-3,-3.657454848E-1
3.573542487E1,-4.056835473E-1,-6.467182655E-3,-3.402143419E-1
3.574543887E1,-3.146231472E-1,1.588499360E-2,-3.136876822E-1
3.575545188E1,-2.272714227E-1,5.973221362E-2,-3.073840141E-1
3.576546488E1,-1.616178453E-1,1.266265661E-1,-2.974025011E-1
3.577547888E1,-1.387573928E-1,1.862543374E-1,-2.856508493E-1
3.578549187E1,-1.362241954E-1,2.294614613E-1,-2.832593322E-1
3.579550587E1,-1.456849575E-1,2.732816339E-1,-2.819669545E-1
3.580551888E1,-1.554132104E-1,2.740302384E-1,-2.826617658E-1
3.581553188E1,-1.600742340E-1,2.548335493E-1,-2.624081373E-1
3.582554588E1,-1.432031095E-1,2.198393494E-1,-2.298656553E-1
3.583555887E1,-1.066029593E-1,1.667790115E-1,-1.825867593E-1
3.584557287E1,-6.281527132E-2,1.182908490E-1,-1.442433596E-1
3.585558588E1,-2.640890516E-2,5.803701282E-2,-1.170427129E-1
3.586559888E1,-2.694521099E-3,-1.533440873E-2,-9.589108825E-2
3.587561288E1,1.473526657E-2,-5.016579479E-2,-7.242014259E-2
3.588562588E1,2.220037207E-2,-5.683302134E-2,-4.551183432E-2
3.589563988E1,5.233479664E-2,-2.260834351E-2,-1.145686954E-2
3.590565287E1,9.208060801E-2,3.073690459E-2,2.366995811E-2
3.591566687E1,1.257097721E-1,3.511658311E-2,4.724985734E-2
3.592567988E1,1.540023983E-1,-4.277430475E-3,5.139080808E-2
3.593569288E1,1.598513573E-1,-7.383928448E-2,4.227366298E-2
3.594570688E1,1.586649269E-1,-1.409461498E-1,2.546006069E-2
3.595571987E1,1.598779559E-1,-1.565366387E-1,2.287181839E-2
3.596573387E1,1.653640568E-1,-1.238303557E-1,3.586378321E-2
3.597574688E1,1.823648214E-1,-3.443583101E-2,5.296615884E-2
3.598575988E1,1.722000688E-1,8.540189266E-2,7.036565244E-2
3.599577388E1,1.501245201E-1,2.283254862E-1,9.934442490E-2
3.600578688E1,1.066348329E-1,3.541867435E-1,1.360395849E-1
3.601580088E1,6.274029613E-2,4.372934699E-1,1.624571234E-1
3.602581387E1,3.020872176E-2,4.614337087E-1,1.673674732E-1
3.603582787E1,2.267619595E-3,4.205911458E-1,1.457808465E-1
3.604584088E1,-4.668181390E-2,3.193734586E-1,1.022927612E-1
3.605585388E1,-1.183899045E-1,2.065679729E-1,6.810176373E-2
3.606586788E1,-1.964024156E-1,9.713894129E-2,3.056211211E-2
3.607588087E1,-2.832570076E-1,6.241881754E-3,7.517592050E-3
3.608589487E1,-3.734119534E-1,-8.666115999E-2,-6.388902664E-3
3.609590788E1,-4.233807325E-1,-1.174085364E-1,7.648449391E-3
3.610592088E1,-4.046296775E-1,-8.901231736E-2,4.611647874E-2
3.611593488E1,-3.069678545E-1,2.453471161E-2,1.211892962E-1
3.612594787E1,-1.607390195E-1,1.211264953E-1,2.022593766E-1
3.613596187E1,-2.833785117E-2,1.386997104E-1,2.533415258E-1
3.614597487E1,5.814591050E-2,9.058996290E-2,2.542344630E-1
3.615598788E1,1.043884307E-1,2.457668073E-2,2.320809215E-1
3.616600188E1,1.249738634E-1,-1.296590082E-2,2.191438228E-1
3.617601488E1,1.299853921E-1,-2.645741031E-2,2.034871280E-1
3.618602888E1,1.106156856E-1,-2.583583072E-2,1.823480129E-1
3.619604187E1,4.186794162E-2,-3.564546257E-2,1.598633677E-1
3.620605587E1,-4.457053915E-2,-6.287123263E-2,1.232864559E-1
3.621606888E1,-1.266190112E-1,-9.510451555E-2,9.124932438E-2
3.622608188E1,-1.993046701E-1,-1.042178571E-1,5.737365037E-2
3.623609588E1,-2.517161667E-1,-1.021496728E-1,2.438673563E-2
3.624610887E1,-2.947919965E-1,-5.874680355E-2,1.201102510E-2
3.625612287E1,-3.103130162E-1,1.391905732E-2,1.681688614E-2
3.626613587E1,-2.909283936E-1,8.997601271E-2,3.754213825E-2
3.627614988E1,-2.344937325E-1,1.436979473E-1,5.850831047E-2
3.628616288E1,-1.538857222E-1,1.631267816E-1,6.174804270E-2
3.629617588E1,-9.352694452E-2,1.728350669E-1,4.995891824E-2
3.630618988E1,-6.175543368E-2,1.697127819E-1,3.943090886E-2
3.631620287E1,-5.861495808E-2,1.755144894E-1,3.217580914E-2
3.632621687E1,-6.464008987E-2,1.745695919E-1,1.767356694E-2
3.633622988E1,-6.302337348E-2,1.643405408E-1,1.094402000E-2
3.634624288E1,-5.761050060E-2,1.423188746E-1,9.132271633E-3
3.635625688E1,-4.911287874E-2,1.178708896E-1,1.416310295E-2
3.636626987E1,-2.874235809E-2,9.301400930E-2,2.415368333E-2
3.637628387E1,-1.209952217E-2,5.787565187E-2,3.150276095E-2
3.638629688E1,3.502074629E-3,2.870045602E-2,3.801419213E-2
3.639630988E1,1.521790028E-2,-1.127974503E-2,4.096903279E-2
3.640632388E1,2.609025687E-2,-4.930728674E-2,4.132642969E-2
3.641633688E1,5.519173294E-2,-1.015638635E-1,3.390186280E-2
3.642635088E1,1.057920530E-1,-1.670930684E-1,2.370382100E-2
3.643636387E1,1.886233687E-1,-2.192101181E-1,1.736003906E-2
3.644637787E1,2.907944918E-1,-2.380559891E-1,1.968764141E-2
3.645639088E1,3.746557534E-1,-2.187380046E-1,2.689876780E-2
3.646640388E1,4.194333553E-1,-1.567057967E-1,2.851024643E-2
3.647641788E1,4.182380140E-1,-9.172023088E-2,9.825430810E-3
3.648643087E1,3.636344075E-1,-3.360313177E-2,-3.509410843E-2
3.649644487E1,2.792951763E-1,3.589477390E-2,-9.169039875E-2
3.650645788E1,1.827590764E-1,1.068648249E-1,-1.338431835E-1
3.651647088E1,7.584101707E-2,1.618191302E-1,-1.394270808E-1
3.652648488E1,8.002579212E-3,2.076776922E-1,-1.110505685E-1
3.653649788E1,3.425404429E-3,2.124868333E-1,-6.883307546E-2
3.654651187E1,4.091712087E-2,1.675103009E-1,-2.507999912E-2
3.655652487E1,7.184918225E-2,7.044747472E-2,1.199256349E-2
3.656653788E1,7.043503970E-2,-5.815657228E-2,4.396114871E-2
3.657655188E1,-4.583857954E-4,-2.126818001E-1,3.799191862E-2
3.658656488E1,-1.379930675E-1,-3.606055081E-1,-1.179028116E-2
3.659657888E1,-3.038690686E-1,-4.724371135E-1,-8.620378375E-2
3.660659187E1,-4.841893017E-1,-5.120116472E-1,-1.561594307E-1
3.661660587E1,-6.081839800E-1,-4.391506612E-1,-2.025865316E-1
3.662661888E1,-6.247339249E-1,-3.017454147E-1,-2.124655247E-1
3.663663188E1,-5.347047448E-1,-1.620051116E-1,-1.838640571E-1
3.664664588E1,-3.483817279E-1,-4.030478373E-2,-1.330245882E-1
3.665665887E1,-1.551930904E-1,-1.661240309E-2,-6.523342431E-2
3.666667287E1,7.347315550E-4,-4.701291770E-2,5.005313084E-3
3.667668587E1,1.191017181E-1,-8.573076874E-2,7.633749396E-2
3.668669888E1,2.054906636E-1,-9.895895422E-2,1.178375334E-1
3.669671288E1,2.483726889E-1,-7.674466074E-2,1.304376721E-1
3.670672588E1,2.237898409E-1,-3.403794393E-2,1.311228871E-1
3.671673988E1,1.425455213E-1,2.131471969E-2,1.165432408E-1
3.672675287E1,2.432860434E-2,5.719175935E-2,9.626193345E-2
3.673676717E1,-1.109246016E-1,4.589209706E-2,5.985738337E-2
3.674678017E1,-2.274288386E-1,6.109024398E-4,2.645415068E-2
3.675679317E1,-3.247953355E-1,-4.979111999E-2,-5.123068113E-3
3.676680717E1,-3.912356198E-1,-9.578204900E-2,-3.136186302E-2
3.677682017E1,-3.975200653E-1,-1.207134947E-1,-3.514659405E-2
3.678683417E1,-3.329144418E-1,-1.287817955E-1,-2.553870715E-2
3.679684717E1,-2.319138795E-1,-1.286944449E-1,-3.522508312E-3
3.680686017E1,-8.567890525E-2,-9.235429019E-2,2.489848062E-2
3.681687417E1,5.975393206E-2,-7.078604400E-2,4.243338481E-2
3.682688717E1,1.696426272E-1,-6.514360756E-2,3.884024918E-2
3.683690117E1,2.184536457E-1,-5.278227106E-2,1.737692021E-2
3.684691417E1,2.265544534E-1,-5.761750787E-2,-2.029509097E-2
3.685692717E1,2.216460109E-1,-4.066694528E-2,-5.708114058E-2
3.686694117E1,2.279430479E-1,-1.962426119E-3,-8.443740010E-2
3.687695417E1,2.404344529E-1,4.995557666E-2,-9.290292859E-2
3.688696817E1,2.616569102E-1,9.988239408E-2,-8.139407635E-2
3.689698117E1,3.084426820E-1,1.329683810E-1,-5.490866676E-2
3.690699417E1,3.676884472E-1,1.617268026E-1,-2.058824524E-2
3.691700817E1,4.364345670E-1,1.613784134E-1,2.252687328E-2
3.692702117E1,4.760778546E-1,1.415927261E-1,5.228104070E-2
3.693703517E1,4.674454033E-1,1.164899170E-1,6.953138113E-2
3.694704817E1,4.235416055E-1,9.120240062E-2,8.182319999E-2
3.695706217E1,3.666947186E-1,8.497242630E-2,9.291449189E-2
3.696707517E1,3.269544840E-1,7.610569149E-2,1.101800278E-1
3.697708817E1,2.990115583E-1,4.372305423E-2,1.202377528E-1
3.698710217E1,2.582904696E-1,-1.482507680E-3,1.170755103E-1
3.699711517E1,2.347039431E-1,-2.558008395E-2,1.039470211E-1
3.700712917E1,2.344876975E-1,-4.928405397E-4,9.892217070E-2
3.701714217E1,2.505007684E-1,9.871437401E-2,1.095835716E-1
3.702715517E1,2.512294054E-1,2.073788047E-1,1.404834241E-1
3.703716917E1,2.301571071E-1,3.007737696E-1,1.813085675E-1
3.704718217E1,1.937136054E-1,3.765409589E-1,2.265689820E-1
3.705719617E1,1.681712866E-1,4.560924768E-1,2.742894590E-1
3.706720917E1,1.509688497E-1,4.901633561E-1,3.017818034E-1
3.707722217E1,1.034225821E-1,4.482640624E-1,3.085617423E-1
3.708723617E1,5.006668717E-2,3.872853816E-1,3.021957278E-1
3.709724917E1,-2.782540396E-2,3.232235610E-1,3.009643555E-1
3.710726317E1,-1.486687362E-1,2.095238715E-1,2.881779671E-1
3.711727617E1,-2.923889458E-1,6.797918677E-2,2.762881219E-1
3.712729017E1,-4.012331367E-1,-3.822154924E-2,2.948535383E-1
3.713730317E1,-4.342806041E-1,-8.824443817E-2,3.517093658E-1
3.714731617E1,-3.473142684E-1,-7.461491227E-2,4.357115924E-1
3.715733017E1,-1.711441875E-1,-4.540904611E-2,5.390904546E-1
3.716734317E1,4.341924936E-2,-2.020195872E-2,6.212726831E-1
3.717735717E1,1.876839697E-1,-3.870707378E-2,6.454553008E-1
3.718737017E1,2.052160949E-1,-8.545965701E-2,6.140659451E-1
3.719738317E1,1.384831369E-1,-1.195654348E-1,5.496976376E-1
3.720739717E1,4.780596867E-2,-1.253572851E-1,4.690874517E-1
3.721741017E1,-2.934009209E-2,-1.175448075E-1,3.863404095E-1
3.722742417E1,-8.765772730E-2,-9.696895629E-2,3.068636954E-1
3.723743717E1,-1.424256712E-1,-8.308640867E-2,2.388742119E-1
3.724745017E1,-2.006682009E-1,-8.524223417E-2,1.819712520E-1
3.725746417E1,-2.742629647E-1,-9.959252924E-2,1.191756055E-1
3.726747717E1,-3.712917864E-1,-1.240331531E-1,6.579068303E-2
3.727749117E1,-4.541061223E-1,-1.441912949E-1,2.876006812E-2
3.728750417E1,-4.888390601E-1,-1.365903616E-1,1.572016627E-2
3.729751817E1,-4.654421210E-1,-1.068306565E-1,2.510032430E-2
3.730753117E1,-4.002439380E-1,-5.557812378E-2,5.093112215E-2
3.731754417E1,-3.118262291E-1,-1.825585775E-2,8.045873791E-2
3.732755817E1,-2.344249338E-1,2.053068578E-2,8.463324606E-2
3.733757117E1,-1.639299393E-1,4.929216579E-2,6.944304705E-2
3.734758517E1,-1.164114252E-1,7.529819757E-2,5.131251365E-2
3.735759817E1,-1.009071171E-1,1.136303991E-1,3.885622695E-2
3.736761117E1,-1.142932326E-1,1.472139210E-1,3.135330230E-2
3.737762517E1,-1.302811801E-1,1.736204177E-1,2.922440693E-2
3.738763817E1,-1.379247159E-1,1.809803247E-1,3.030565009E-2
3.739765217E1,-1.226155311E-1,1.625654697E-1,3.799990565E-2
3.740766517E1,-7.962012291E-2,1.090138182E-1,4.891647026E-2
3.741767817E1,-1.664480194E-2,2.957443148E-2,5.742605776E-2
3.742769217E1,3.700164706E-2,-6.485699862E-2,4.868982360E-2
3.743770517E1,7.196918130E-2,-1.251268089E-1,3.614161536E-2
3.744771917E1,6.511525810E-2,-1.569819450E-1,3.407926112E-2
3.745773217E1,3.656155616E-2,-1.662411541E-1,2.350132912E-2
3.746774517E1,-4.500390962E-3,-1.968709677E-1,-4.577990621E-4
3.747775917E1,-3.206290677E-2,-2.477451712E-1,-4.415928945E-2
3.748777217E1,-2.390165068E-2,-3.003084958E-1,-9.436732531E-2
3.749778617E1,7.248055190E-3,-3.524196744E-1,-1.436943263E-1
3.750779917E1,3.658463806E-2,-3.862136006E-1,-1.881083995E-1
3.751781317E1,5.961920321E-2,-3.885850012E-1,-2.223806083E-1
3.752782617E1,7.509110868E-2,-3.425123394E-1,-2.546378672E-1
3.753783917E1,7.062350214E-2,-2.567229867E-1,-2.870101333E-1
3.754785317E1,4.073110968E-2,-1.572994441E-1,-3.148401678E-1
3.755786617E1,6.222572178E-3,-6.028081104E-2,-3.204114437E-1
3.756788017E1,4.705103114E-3,3.793250769E-3,-2.875190079E-1
3.757789317E1,4.714544117E-2,5.352408439E-2,-2.327602357E-1
3.758790617E1,1.162659228E-1,4.095609486E-2,-1.754543334E-1
3.759792017E1,1.489991695E-1,-4.921899736E-2,-1.355179101E-1
3.760793317E1,1.254011691E-1,-1.504822373E-1,-1.253470331E-1
3.761794717E1,-8.175039664E-3,-2.255084217E-1,-1.438634098E-1
3.762796017E1,-2.265443951E-1,-2.788917422E-1,-1.985855103E-1
3.763797317E1,-4.587893486E-1,-2.864244878E-1,-2.635538280E-1
3.764798717E1,-6.058318019E-1,-2.240388840E-1,-3.118867576E-1
3.765800017E1,-6.201126575E-1,-1.010901108E-1,-3.349517584E-1
3.766801417E1,-5.131350756E-1,5.035559833E-2,-3.085116148E-1
3.767802717E1,-3.167526424E-1,1.764204055E-1,-2.412688583E-1
3.768804117E1,-1.035026759E-1,2.216211855E-1,-1.592863649E-1
3.769805417E1,8.666029572E-2,1.835755557E-1,-9.237158298E-2
3.770806717E1,2.505709231E-1,1.013019830E-1,-5.278502777E-2
3.771808117E1,3.706211150E-1,2.106147818E-3,-3.000023961E-2
3.772809417E1,4.319422543E-1,-8.988635987E-2,-2.808702365E-2
3.773810804E1,4.501303434E-1,-1.310095787E-1,-4.079743475E-2
3.774812104E1,4.064718485E-1,-1.224206313E-1,-6.698908657E-2
3.775813404E1,2.861734033E-1,-7.720074803E-2,-1.031801403E-1
3.776814804E1,1.267781407E-1,-1.634805091E-2,-1.585014611E-1
3.777816104E1,-4.597025365E-2,4.368022084E-2,-2.077340186E-1
3.778817504E1,-1.828727126E-1,7.216272503E-2,-2.535148263E-1
3.779818804E1,-2.559704185E-1,6.214401126E-2,-2.933626473E-1
3.780820104E1,-2.504880428E-1,3.801497072E-2,-3.224582374E-1
3.781821504E1,-1.797106862E-1,3.791811690E-2,-3.293738663E-1
3.782822804E1,-8.034467697E-2,6.195500866E-2,-3.190685213E-1
3.783824204E1,3.224062920E-2,1.101405993E-1,-3.073622584E-1
3.784825504E1,1.123860627E-1,1.731699109E-1,-3.093170226E-1
3.785826804E1,1.600008011E-1,2.266260535E-1,-3.136199117E-1
3.786828204E1,1.840805709E-1,2.502972782E-1,-3.186117411E-1
3.787829504E1,1.984364390E-1,2.551674843E-1,-3.234559596E-1
3.788830904E1,2.020580769E-1,2.401794940E-1,-3.227795362E-1
3.789832204E1,2.137925625E-1,2.171829641E-1,-3.053201437E-1
3.790833504E1,2.337351143E-1,1.816997975E-1,-2.856124640E-1
3.791834904E1,2.591709197E-1,1.311692148E-1,-2.563169897E-1
3.792836204E1,2.810011208E-1,6.995245814E-2,-2.275596559E-1
3.793837604E1,3.037534952E-1,1.098507270E-2,-1.971006840E-1
3.794838904E1,3.237114847E-1,-2.969151735E-2,-1.810143888E-1
3.795840304E1,3.258568943E-1,-4.742857441E-2,-1.597013324E-1
3.796841604E1,3.085492849E-1,-4.650232941E-2,-1.340204626E-1
3.797842904E1,2.912433743E-1,-2.577353083E-2,-1.023753807E-1
3.798844304E1,2.762441933E-1,9.350455366E-4,-7.024940103E-2
3.799845604E1,2.762005329E-1,2.840132639E-2,-4.315643758E-2
3.800847004E1,2.897882462E-1,3.325547278E-2,-3.029576503E-2
3.801848304E1,3.101493418E-1,1.378352195E-2,-4.018910602E-2
3.802849604E1,3.121653497E-1,-3.307506070E-2,-5.963923410E-2
3.803851004E1,2.968104780E-1,-6.902429461E-2,-8.271716535E-2
3.804852304E1,2.628205419E-1,-6.888474524E-2,-9.828706831E-2
3.805853704E1,2.255807221E-1,-1.280350052E-2,-9.932565689E-2
3.806855004E1,1.758083701E-1,5.589193851E-2,-9.186960757E-2
3.807856304E1,1.426060796E-1,1.280956417E-1,-8.039875329E-2
3.808857704E1,1.314263940E-1,2.184473872E-1,-5.206911266E-2
3.809859004E1,1.397988796E-1,3.231018484E-1,4.418991040E-3
3.810860404E1,1.395003498E-1,3.899139166E-1,7.269365340E-2
3.811861704E1,8.687549829E-2,3.920360208E-1,1.240834594E-1
3.812863004E1,1.523646526E-2,3.269022703E-1,1.598720849E-1
3.813864404E1,-6.959649920E-2,2.248549759E-1,1.833809018E-1
3.814865704E1,-1.522460878E-1,9.262902290E-2,1.770939678E-1
3.815867104E1,-2.429682016E-1,-4.687576368E-2,1.555151790E-1
3.816868404E1,-3.563818634E-1,-1.858797222E-1,1.298742592E-1
3.817869704E1,-4.616392851E-1,-2.639921606E-1,1.060645133E-1
3.818871104E1,-4.852420688E-1,-2.381259501E-1,1.181158423E-1
3.819872404E1,-4.137094319E-1,-1.170707121E-1,1.597106308E-1
3.820873804E1,-2.828816175E-1,4.819041491E-2,2.211231291E-1
3.821875104E1,-1.552710682E-1,1.504908055E-1,2.815767527E-1
3.822876404E1,-7.245314866E-2,1.157757044E-1,3.184223771E-1
3.823877804E1,-2.269964106E-2,1.153889298E-2,3.098387718E-1
3.824879104E1,1.408820227E-2,-1.118008867E-1,2.934416831E-1
3.825880504E1,5.906876177E-2,-1.872191131E-1,2.814663947E-1
3.826881804E1,8.970283717E-2,-2.126815915E-1,2.754899859E-1
3.827883204E1,7.032737881E-2,-2.233711183E-1,2.663373053E-1
3.828884504E1,-2.176366374E-2,-2.485081702E-1,2.378108799E-1
3.829885804E1,-1.334731281E-1,-2.840033770E-1,1.829896867E-1
3.830887204E1,-2.427535504E-1,-2.907510400E-1,1.259354502E-1
3.831888504E1,-3.218919337E-1,-2.825320661E-1,8.556450903E-2
3.832889904E1,-3.647581935E-1,-2.246266603E-1,6.969632953E-2
3.833891204E1,-3.623006940E-1,-1.486152411E-1,6.789342314E-2
3.834892504E1,-3.154591620E-1,-7.132178545E-2,8.261111379E-2
3.835893904E1,-2.251754999E-1,-2.974653617E-4,1.067038029E-1
3.836895204E1,-1.269464195E-1,5.135614052E-2,1.284280121E-1
3.837896604E1,-3.847059608E-2,6.919636577E-2,1.294943839E-1
3.838897904E1,1.384933479E-2,8.089829981E-2,1.107523963E-1
3.839899204E1,4.356120154E-2,1.193549782E-1,1.029156446E-1
3.840900604E1,8.069951832E-2,1.625064313E-1,1.031151116E-1
3.841901904E1,9.769675136E-2,1.930650026E-1,9.457743913E-2
3.842903304E1,9.544398636E-2,1.850321144E-1,7.984403521E-2
3.843904604E1,1.062134579E-1,1.358318627E-1,6.910018623E-2
3.844905904E1,1.376536787E-1,5.804145709E-2,7.075401396E-2
3.845907304E1,1.924165636E-1,-2.444076538E-2,8.227079362E-2
3.846908604E1,2.499464303E-1,-1.284025759E-1,9.839783609E-2
3.847910004E1,2.908442318E-1,-2.006644011E-1,9.784326702E-2
3.848911304E1,2.989828289E-1,-2.254688144E-1,8.320786059E-2
3.849912604E1,2.816956639E-1,-2.243681103E-1,6.058558077E-2
3.850914004E1,2.678523064E-1,-1.858297735E-1,5.398626998E-2
3.851915304E1,2.640212774E-1,-1.671295762E-1,4.054494947E-2
3.852916704E1,2.729825377E-1,-1.825945526E-1,2.158058062E-2
3.853918004E1,2.992658019E-1,-2.189674377E-1,-9.846111760E-3
3.854919304E1,3.282817304E-1,-2.677102089E-1,-5.463835225E-2
3.855920704E1,3.529767692E-1,-3.134280145E-1,-9.797534347E-2
3.856922004E1,3.768829107E-1,-3.178105056E-1,-1.330430508E-1
3.857923404E1,4.035131037E-1,-2.566793859E-1,-1.612721086E-1
3.858924704E1,4.232607186E-1,-1.380792558E-1,-1.727625877E-1
3.859926104E1,4.094213247E-1,-7.424091920E-3,-1.671020687E-1
3.860927404E1,3.697119951E-1,9.680191427E-2,-1.579439938E-1
3.861928704E1,3.322355449E-1,1.766611636E-1,-1.321363747E-1
3.862930104E1,3.230143487E-1,1.999752820E-1,-1.158031970E-1
3.863931404E1,3.015236259E-1,1.416634470E-1,-1.167722940E-1
3.864932704E1,2.649991512E-1,2.624871396E-2,-1.344130784E-1
3.865934104E1,1.980307251E-1,-9.567576647E-2,-1.474468857E-1
3.866935404E1,6.748336554E-2,-2.191220671E-1,-1.445195377E-1
3.867936804E1,-1.025085598E-1,-3.214025497E-1,-1.456165761E-1
3.868938104E1,-2.561404407E-1,-3.661428690E-1,-1.551251262E-1
3.869939504E1,-3.495469093E-1,-3.304504156E-1,-1.713418961E-1
3.870940804E1,-3.559177518E-1,-2.063926756E-1,-1.839844584E-1
3.871942104E1,-2.869074345E-1,-3.300792351E-2,-1.812253743E-1
3.872943504E1,-1.804835498E-1,1.219086871E-1,-1.664778590E-1
3.873944763E1,-7.141530514E-2,2.112004310E-1,-1.444166452E-1
3.874946163E1,1.496672630E-2,2.362743467E-1,-1.229158863E-1
3.875947462E1,8.575307578E-2,1.867305189E-1,-1.240595505E-1
3.876948763E1,1.532506347E-1,9.079466760E-2,-1.626295894E-1
3.877950163E1,1.996671706E-1,-5.746483803E-4,-2.097266465E-1
3.878951463E1,1.861140877E-1,-3.533662111E-2,-2.460564077E-1
3.879952863E1,1.014104560E-1,-1.113431714E-2,-2.781215906E-1
3.880954162E1,-5.534347147E-2,6.771842390E-2,-3.104606271E-1
3.881955462E1,-2.489288151E-1,1.492553502E-1,-3.510490954E-1
3.882956862E1,-4.283955097E-1,2.026314884E-1,-3.847753704E-1
3.883958163E1,-5.383945704E-1,2.144518942E-1,-4.035522938E-1
3.884959563E1,-5.696513057E-1,1.944195926E-1,-3.921667635E-1
3.885960863E1,-5.203359723E-1,1.714606136E-1,-3.626436591E-1
3.886962162E1,-4.177441001E-1,1.557445079E-1,-3.273389339E-1
3.887963562E1,-2.820008397E-1,1.450177431E-1,-2.899776995E-1
3.888964863E1,-1.405180097E-1,1.433735043E-1,-2.719039023E-1
3.889966263E1,-4.869244248E-2,1.355252415E-1,-2.569516599E-1
3.890967563E1,1.365929842E-3,1.353033930E-1,-2.516700923E-1
3.891968862E1,1.195144653E-2,1.487926394E-1,-2.498769313E-1
3.892970262E1,9.786896408E-4,1.667535305E-1,-2.502668500E-1
3.893971562E1,-1.807969622E-2,1.674852669E-1,-2.540600896E-1
3.894972962E1,-3.237874061E-2,1.503142715E-1,-2.444418222E-1
3.895974263E1,-1.836224087E-2,1.117779985E-1,-2.298256159E-1
3.896975563E1,1.971563511E-2,5.630328506E-2,-2.022594959E-1
3.897976963E1,5.800494924E-2,3.545064013E-3,-1.685608923E-1
3.898978262E1,8.517771959E-2,-4.140376672E-2,-1.276110709E-1
3.899979662E1,1.137577146E-1,-6.824929267E-2,-8.735981584E-2
3.900980963E1,1.428886950E-1,-7.748354226E-2,-4.630851746E-2
3.901982263E1,1.550721228E-1,-8.242610097E-2,-8.527315222E-3
3.902983663E1,1.544319093E-1,-5.724245310E-2,3.110611439E-2
3.903984962E1,1.452488750E-1,-3.119865246E-2,6.018955261E-2
3.904986362E1,1.414797008E-1,-2.072124556E-2,7.780769467E-2
3.905987663E1,1.683863401E-1,-2.743422240E-2,8.195278049E-2
3.906988963E1,1.878186315E-1,-6.739095598E-2,7.547996938E-2
3.907990363E1,1.989519000E-1,-1.154698133E-1,7.103047520E-2
3.908991663E1,2.290735841E-1,-1.446301043E-1,7.032580674E-2
3.909993063E1,2.709444165E-1,-1.359482706E-1,6.668076664E-2
3.910994362E1,3.162229359E-1,-9.987363964E-2,5.892111361E-2
3.911995663E1,3.380434513E-1,-3.393461555E-2,4.488760978E-2
3.912997063E1,3.202615380E-1,7.725795358E-2,4.930339754E-2
3.913998363E1,2.968644798E-1,2.309335917E-1,7.628614455E-2
3.914999763E1,2.573104203E-1,3.366065025E-1,1.010543406E-1
3.916001062E1,2.065934539E-1,3.369483948E-1,9.881778806E-2
3.917002462E1,1.623772383E-1,2.670111060E-1,8.252323419E-2
3.918003763E1,9.633079171E-2,1.566126794E-1,6.856332719E-2
3.919005063E1,4.857601598E-3,2.554680593E-2,5.098353326E-2
3.920006463E1,-1.006436646E-1,-1.189756244E-1,2.709193714E-2
3.921007763E1,-2.149350792E-1,-2.162049711E-1,9.051151574E-3
3.922009163E1,-3.031540215E-1,-2.151940018E-1,3.013759619E-3
3.923010462E1,-3.521082401E-1,-1.290798932E-1,2.244524844E-2
3.924011763E1,-3.313955665E-1,5.259688944E-2,6.873213500E-2
3.925013163E1,-2.515952885E-1,2.685651481E-1,1.492839754E-1
3.926014463E1,-1.668015569E-1,3.964249194E-1,2.372669429E-1
3.927015863E1,-9.274144471E-2,3.793900311E-1,2.845194042E-1
3.928017162E1,-1.806048304E-2,2.616836429E-1,2.875683308E-1
3.929018463E1,3.441444039E-2,1.178567037E-1,2.800118923E-1
3.930019863E1,6.569561362E-2,1.573238708E-2,2.879428566E-1
3.931021163E1,8.030119538E-2,-3.070568480E-2,3.027204871E-1
3.932022563E1,8.775996417E-2,-3.435670584E-2,3.095832169E-1
3.933023862E1,6.484932452E-2,-4.528445378E-2,2.976437211E-1
3.934025162E1,-5.102293566E-3,-7.619232684E-2,2.514539361E-1
3.935026562E1,-1.162258834E-1,-1.161764935E-1,1.891127825E-1
3.936027863E1,-2.379832864E-1,-1.516427249E-1,1.359244138E-1
3.937029263E1,-3.160969913E-1,-1.528549939E-1,1.055230945E-1
3.938030563E1,-3.457778096E-1,-1.102538630E-1,9.720587730E-2
3.939031862E1,-3.368170559E-1,-4.632946849E-2,1.053460985E-1
3.940033262E1,-2.907287180E-1,2.498808689E-2,1.249404699E-1
3.941034563E1,-2.234359682E-1,8.822724223E-2,1.450864822E-1
3.942035963E1,-1.594097912E-1,1.268769056E-1,1.585795283E-1
3.943037263E1,-1.278936714E-1,1.435206085E-1,1.599848866E-1
3.944038562E1,-1.170219406E-1,1.524459422E-1,1.514889300E-1
3.945039962E1,-1.292003095E-1,1.605986804E-1,1.450225115E-1
3.946041262E1,-1.459435821E-1,1.543783695E-1,1.362307072E-1
3.947042662E1,-1.583757401E-1,1.064944565E-1,1.312255561E-1
3.948043963E1,-1.574425399E-1,4.350092262E-2,1.338870227E-1
3.949045263E1,-1.213268712E-1,-3.161726519E-2,1.513882577E-1
3.950046663E1,-6.756249815E-2,-1.092416644E-1,1.823746413E-1
3.951047962E1,-1.944290474E-2,-1.757863313E-1,2.119298726E-1
3.952049362E1,1.115457900E-2,-2.374725789E-1,2.341936827E-1
3.953050663E1,3.276826441E-2,-2.591454089E-1,2.456647158E-1
